PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
A84613,HARBOTTLE SURGERY,823,13764,21292,19612,20281,20308,28752,1249,4730
A84614,THE ADDERLANE SURGERY,1966,18820,15300,14183,15962,14726,22323,24294,31155
A84619,ELSDON AVENUE SURGERY,3671,15024,13781,11102,14113,11360,13354,23175,30168
A85001,FELL TOWER MEDICAL CENTRE,7322,16637,16257,14876,19226,9954,12872,21736,21856
A85002,BENSHAM FAMILY PRACTICE,4543,9770,9787,8827,11178,5511,10156,20394,20355
A85003,ROWLANDS GILL MEDICAL CENTRE,6825,16174,14358,12884,16950,9627,18314,18410,30187
A85004,LONGRIGG MEDICAL CENTRE,10839,8990,9631,7908,8883,5208,10093,17737,24640
A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,15164,8444,8968,8198,10638,5030,6990,20288,18740
A85006,GLENPARK MEDICAL CENTRE,9232,12449,11995,10493,13285,6249,14837,22052,23177
A85007,FELL COTTAGE SURGERY,8404,17119,16655,15460,20595,10217,11704,23737,21722
A85008,BIRTLEY MEDICAL GROUP,15901,12504,12848,11107,12572,7980,12447,17952,25453
A85009,CROWHALL MEDICAL CENTRE,6679,7146,7636,6776,7888,4225,6907,18588,22562
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,11251,14778,14050,12252,14752,9645,16186,19443,26941
A85011,ST. ALBANS MEDICAL GROUP,8256,6299,6763,6059,7153,3905,5894,17211,23732
A85012,METRO INTERCHANGE SURGERY,3980,5286,5843,5465,6918,3128,4666,17539,21769
A85013,MILLENNIUM FAMILY PRACTICE,3373,7909,8622,8059,9920,4394,6973,18457,19735
A85014,CRAWCROOK MEDICAL CENTRE,7438,20106,18184,16164,20016,12987,22675,22719,25406
A85016,WREKENTON MEDICAL GROUP,10265,8818,8890,7518,9663,5025,8689,18862,25695
A85017,BEWICK ROAD SURGERY,6027,7935,10266,8403,8712,4750,4987,21884,15967
A85018,OLDWELL SURGERY,5246,13073,12561,10587,12479,7889,15270,20271,28474
A85019,CENTRAL GATESHEAD MEDICAL GROUP,10257,7464,8125,7510,9452,4351,6112,18961,19965
A85020,WHICKHAM COTTAGE MEDICAL CENTRE,16359,20480,19884,17613,22521,11132,21562,20120,27203
A85021,SECOND STREET SURGERY,2729,7253,8665,7861,7961,4274,5790,21571,15924
A85023,TEAMS MEDICAL PRACTICE,5138,6967,7132,6822,8915,3797,8512,15785,21587
A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,2686,6494,5721,3868,9662,4913,10896,20041,24773
A85026,BEACON VIEW MEDICAL CENTRE,4547,10055,10085,8710,11841,5767,10036,19146,24277
A85605,ELVASTON ROAD SURGERY,2291,18145,15786,13560,20501,11726,19161,22832,27799
A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),1653,12657,12725,11507,14420,7623,11376,19934,21927
A85611,PELAW MEDICAL PRACTICE,5313,13056,12755,11847,12963,6308,14400,21935,22074
A85614,THE BRIDGES MEDICAL PRACTICE,4559,7901,8739,8366,9963,4322,6672,18593,18763
A85616,HOLLYHURST MEDICAL CENTRE,2485,14886,14090,11971,14742,9318,16921,20198,28203
A85617,SUNNISIDE SURGERY,3253,19138,17552,16028,21341,10928,21051,18333,27237
A85620,GRANGE ROAD MEDICAL PRACTICE,3607,18319,15836,13664,20776,11966,19964,22389,27862
A86003,SAVILLE MEDICAL GROUP,30615,13406,16980,18615,13157,6255,11891,17276,18482
A86004,PROSPECT MEDICAL CENTRE,15488,6605,6150,7093,7805,4690,4793,19168,22699
A86005,WEST FARM SURGERY,5756,12978,11813,11436,12312,7618,17368,20466,28841
A86006,ROSEWORTH SURGERY,5090,22376,21315,20516,24041,15742,18432,22812,25187
A86007,AVENUE MEDICAL PRACTICE,3038,24693,27013,28326,26918,12662,17525,19904,18010
A86008,PARK MEDICAL GROUP,11866,16438,15513,14410,17886,10811,14110,19138,26674
A86009,FALCON MEDICAL GROUP,6237,6389,6635,6767,7489,3693,5944,18900,23295
A86010,BIDDLESTONE HEALTH GROUP,9599,19114,19061,19542,22150,10197,15773,24976,18441
A86011,WALKER MEDICAL GROUP,11304,3940,4050,3419,5142,2596,4485,19356,24609
A86012,WEST ROAD MEDICAL CENTRE,9140,7031,6163,7154,7737,5548,5058,20893,23091
A86013,DENTON PARK MEDICAL GROUP,7156,8633,8786,7205,8500,5754,8759,17681,28315
A86015,HOLLY MEDICAL GROUP,8902,25281,26764,27841,27519,14002,17834,21385,19794
A86016,LANE END SURGERY,8557,20503,19006,17355,20439,13712,21035,22613,27085
A86017,CRUDDAS PARK SURGERY,9704,4678,4494,4582,5969,3038,6988,18564,25094
A86018,THE GROVE MEDICAL GROUP,12657,24520,23433,22957,27411,17697,18719,23556,24245
A86020,THE SURGERY-OSBORNE ROAD,5065,25746,26880,27384,27360,15496,18683,22685,20819
A86021,HOLMSIDE MEDICAL GROUP,9170,11141,10893,9512,10737,7101,11034,19906,26593
A86022,PARKWAY MEDICAL GROUP,7992,17313,17438,14399,16406,10548,16546,18719,29467
A86023,BENFIELD PARK MEDICAL GROUP,8498,11353,12210,12020,12338,6121,10486,21060,21683
A86024,HEATON ROAD SURGERY,7255,9944,10393,10991,11814,4901,8229,20846,21584
A86025,WESTERHOPE MEDICAL GROUP,12385,7450,7339,6507,7739,4895,7803,19722,26772
A86026,THROCKLEY PRIMARY CARE CENTRE,6550,11184,10707,8849,12014,7081,11789,21450,29210
A86027,NEWCASTLE MEDICAL CENTRE,13483,14741,19419,21817,14676,6790,11824,14597,16437
A86028,REGENT MEDICAL CENTRE,3770,18825,17536,16749,21377,12804,16510,21761,25292
A86029,THORNFIELD MEDICAL GROUP,11765,10335,11625,12970,10427,4971,9836,19255,19997
A86030,BETTS AVENUE MEDICAL GROUP,10251,7678,6984,6671,8560,5122,8598,20334,25570
A86031,FENHAM HALL SURGERY,8236,9141,7823,9315,9824,6171,7068,22476,23238
A86033,BRUNTON PARK,4468,27809,27868,26932,28509,21459,23393,19218,27240
A86035,BROADWAY MEDICAL CENTRE,2639,19390,17625,17234,22620,13761,16954,23085,23145
A86036,GOSFORTH MEMORIAL MED.CTR,8613,22652,20718,20558,26809,15358,18940,23856,24038
A86037,GRAINGER MEDICAL GROUP,6547,3730,3345,3903,4754,3019,4129,19138,24174
A86038,NEWBURN SURGERY,5372,9607,9288,7981,9900,6342,10474,19201,27430
A86040,ST.ANTHONY'S HEALTH CENTRE,6106,1844,1885,1830,2760,1290,2749,18070,25050
A86041,SWARLAND AVENUE SURGERY,4962,19549,17870,16134,18781,12790,21398,23545,27218
A86601,DENTON TURRET MEDICAL CENTRE,8239,10696,10135,9285,10370,7355,9131,21474,25255
A87002,SPRING TERRACE HEALTH CENTRE,6978,12421,11027,10026,14901,8919,11313,21722,26106
A87003,PORTUGAL PLACE HEALTH CTR,11794,10809,10257,8716,11783,7876,9368,22744,26462
A87004,COLLINGWOOD SURGERY,16959,13472,12062,11020,15546,9749,12537,21646,26642
A87005,WHITLEY BAY HEALTH CENTRE,12623,22467,21124,18730,26270,15416,17019,26838,25722
A87006,49 MARINE AVENUE SURGERY,6031,24612,23077,20749,26900,16714,19845,26098,27500
A87007,FOREST HALL HEALTH CENTRE,11033,17922,16279,14302,17101,11920,17239,23132,29437
A87008,MARINE AVENUE MEDICAL CTR,7311,24592,22775,20673,26446,16926,19303,26566,27882
A87009,PRIORY MEDICAL GROUP,14411,16894,15385,14013,19689,12307,13378,22606,26326
A87011,BEAUMONT PARK SURGERY,6596,25458,24082,21662,26716,17309,22686,22072,30015
A87012,WIDEOPEN MEDICAL CENTRE,7140,14819,13747,11600,11501,10684,18435,20769,30902
A87013,BEWICKE MEDICAL CENTRE,10119,8489,7408,6550,9451,6346,8767,22188,28621
A87014,EARSDON PARK MEDICAL PRACTICE,4291,14182,13127,12815,13388,9633,15478,16991,31045
A87015,APPLEBY SURGERY,5975,14509,13008,11939,16764,10396,12672,22264,26277
A87016,THE VILLAGE GREEN SURGERY,9611,11303,10455,9139,12280,8485,9674,22434,26973
A87017,WOODLANDS PARK HEALTH CTR,5403,20386,19066,16676,17020,14378,21536,20904,30194
A87019,NELSON MEDICAL GROUP,5817,12423,11118,10113,14941,9000,11002,21605,26155
A87020,MONKSEATON MEDICAL CENTRE,9116,25216,22800,20684,26206,17370,22035,25165,29445
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,5248,15081,14279,13555,14332,10928,13618,16546,30910
A87023,THE SMITH PRACTICE,5715,15604,14789,14193,14844,11163,14258,16628,30910
A87027,GARDEN PARK SURGERY,6855,10980,9858,8776,10231,8147,12916,21076,29547
A87029,PARK ROAD MEDICAL PRACT,4876,9290,8635,7568,10963,7166,7550,23181,25683
A87030,REDBURN PARK MEDICAL CENTRE,5079,5937,5195,4678,7517,4958,6611,18033,27820
A87600,PARK PARADE PRACTICE,4417,21979,20425,18210,25473,14951,16532,26763,25820
A87612,WELLSPRING MEDICAL PRACT.,5377,17389,16172,14689,13968,11948,20529,19667,31216
A87615,PRESTON & AUSTIN PRACTICE,4770,17683,16609,14674,13666,12617,20809,19750,31157
A88001,VICTORIA MEDICAL CENTRE,2912,9452,8386,6818,11865,5025,12570,22114,29732
A88002,FARNHAM MEDICAL CTR.,12473,8147,7393,5838,10546,5402,9853,21729,28982
A88003,MARSDEN RD. HEALTH CENTRE,11749,11808,10247,8363,13875,7533,15800,22580,30282
A88004,MAYFIELD MEDICAL GROUP,9179,8229,7418,5746,10310,4972,11401,21781,29224
A88005,WENLOCK ROAD SURGERY,4622,6931,6419,4851,9736,4747,8253,21102,28571
A88006,TALBOT MEDICAL CENTRE,8426,7274,6557,5204,9163,4919,9726,20884,29972
A88007,WAWN STREET SURGERY,9026,10079,9230,7249,13193,6321,11037,22795,27811
A88008,TRINITY MEDICAL CENTRE,6142,8720,7894,6148,11370,5668,10434,21493,29013
A88009,DR THORNILEY-WALKER & PARTNERS,6450,18391,16766,15504,19527,12054,15065,21575,31784
A88010,ALBERT ROAD SURGERY,3036,8337,7532,5868,10329,5143,11451,21467,29152
A88011,WESTOE SURGERY,2832,9404,8545,6713,12298,6113,10585,22235,28234
A88012,ELLISON VIEW SURGERY,5801,8802,7817,6202,11630,4494,12071,21698,29823
A88013,CENTRAL SURGERY,13698,10368,9327,7442,12815,6714,12390,22226,29203
A88014,STANHOPE PARADE HC (DR KULKARNI),2720,7474,6903,5398,10361,4893,8623,21657,28055
A88015,ST.GEORGE'S MEDICAL CTR,3680,7235,6606,5033,10174,4741,8972,21074,28690
A88016,DR SIMPSON & PARTNERS,7774,19074,17412,16274,20285,12442,15096,21778,31793
A88020,FLAGG COURT (DR S CHANDER),1777,8886,8064,6510,12073,5986,9389,20854,28529
A88022,THE GLEN MEDICAL GROUP,7718,9592,8408,6757,12732,4883,12627,22172,29590
A88023,WHITBURN SURGERY,5137,17879,14475,11972,18136,14145,23491,22326,32156
A88025,THE G.P.SUITE,5080,7915,7076,5568,9763,4918,11386,21058,29692
A88601,IMEARY STREET PRACTICE,2607,11627,10720,8491,14526,7267,12239,22649,28116
A88603,THE PARK SURGERY,3055,8815,7672,6198,11898,4460,12285,21798,29892
A88608,RAVENSWORTH SURGERY,5828,8830,7869,6235,11239,5483,11644,22039,28868
A88611,CHICHESTER PRACTICE,2645,9506,8637,6890,12158,6034,10794,22449,28577
A88613,EAST WING PRACTICE,3965,7626,6795,5316,9585,4737,11224,20935,29482
A88614,FLAGG COURT (DR N WIN),1902,7099,6600,4890,11317,4834,7532,20780,26882
A89001,DEERNESS PARK MEDICAL GROUP,14011,7178,6473,5390,8482,4739,8372,26473,28575
A89002,DR S M BHATE & DR H EL-SHAKANKERY,3223,6481,6122,5086,9026,4117,6468,25983,27042
A89003,DR AKK HEGDE,5763,12327,11633,9291,11214,8276,17856,17676,31802
A89004,HETTON GROUP PRACTICE,11642,7416,7964,4994,8062,4210,9075,25555,32095
A89005,DR BRIGHAM & PARTNERS,5835,10516,9905,7925,13702,6722,8584,26610,27278
A89006,DR SHETTY & PARTNERS,7312,8345,7728,6837,10219,5383,7640,27194,26140
A89007,PALLION FAMILY PRACTICE,10164,10328,9473,8098,12125,6526,9503,27168,27252
A89008,RED HOUSE MEDICAL CENTRE,5001,6634,5971,4952,6857,4675,7947,25359,30217
A89009,HERRINGTON MEDICAL CENTRE,7135,13402,13168,10666,13637,8570,10936,21944,31429
A89010,DR STEPHENSON & PARTNERS,12092,12808,12229,9655,12050,7783,17744,18958,31521
A89011,JOSHI NA,3953,12308,10814,8658,13366,8380,14611,23769,31142
A89012,DR DIXIT'S PRACTICE,4904,13223,12504,9943,12066,8779,18218,17815,31868
A89013,THE NEW CITY MEDICAL GROUP,5338,8952,8511,6873,11408,5637,8016,26388,27334
A89014,ROKER FAMILY PRACTICE,2183,12089,11179,9661,13504,7242,9975,27142,26670
A89015,"FULWELL MEDICAL CENTRE,",9756,22131,20481,17849,22518,12956,18044,28932,27464
A89016,ST BEDE MEDICAL CENTRE,7767,13606,12654,10878,15034,8032,11033,27381,26445
A89017,MILLFIELD MEDICAL GROUP,12743,8709,8007,7176,10469,5738,8147,26474,26865
A89018,ASHBURN MEDICAL CENTRE,4542,7954,7351,5961,11372,5186,6988,26777,26733
A89019,"DRS CLOAK, CHOI AND MILLIGAN",9998,7121,6440,5389,7390,4756,8694,25858,29141
A89020,THE OLD FORGE SURGERY,7992,8829,8195,7143,10272,5733,8755,26321,26893
A89021,KEPIER MEDICAL PRACTICE,8724,11152,11063,7946,11634,6918,10956,24909,31641
A89022,CONCORD MEDICAL PRACTICE,5232,12738,12136,9646,11840,7857,17951,18449,31505
A89023,"HOUGHTON MEDICAL GROUP,",7827,10887,10643,7668,11488,6937,10790,25154,31648
A89024,THE BROADWAY MEDICAL PRACTICE,5579,9230,8248,6806,10675,5989,10475,26179,29884
A89025,ENCOMPASS HEALTH CARE,5986,13258,12688,9980,12193,8794,18312,17802,31783
A89026,VICTORIA MEDICAL PRACTICE,3045,12284,11645,9252,11449,7613,17531,18611,31551
A89027,SPRINGWELL MEDICAL GROUP,6418,8740,7710,6401,10022,5655,10499,26363,30262
A89028,GRANGEWOOD SURGERY,7015,14976,15093,11971,15006,9254,12498,20915,31749
A89029,SPRINGWELL HOUSE,1909,9408,8067,6866,10856,6333,11518,25443,30654
A89030,WESTBOURNE MEDICAL GROUP,6552,12132,11924,9399,12404,7497,10881,23226,31434
A89031,HYLTON MEDICAL GROUP,5883,9337,8611,7373,11494,6031,8851,25920,27282
A89032,COLLIERY MEDICAL GROUP,5195,12976,11390,9120,14021,8769,15563,23051,31566
A89034,PARK LANE PRACTICE,4043,10436,10042,9445,15795,7279,5028,25643,22561
A89035,SOUTHLANDS MEDICAL GROUP,5275,10567,9710,7536,12764,6919,11547,22892,31451
A89036,CASTLETOWN MEDICAL CENTRE,2090,7459,6612,5176,6727,4519,11886,27390,31393
A89038,BARMSTON MEDICAL CENTRE,4711,11187,10611,8569,10328,7376,17068,17410,31856
A89040,MONKWEARMOUTH HEALTH CENTRE,2761,13367,12328,10602,14497,8039,11098,27689,26613
A89041,HAPPY HOUSE SURGERY,5226,8247,7167,6104,9578,5591,10333,25936,30315
A89042,CHURCH VIEW MEDICAL CENTRE,6013,13138,11674,9284,14525,8801,14960,23277,31277
A89603,DR. R. OBONNA,1994,5902,5312,4401,6305,4140,7894,25468,29134
A89604,DR WEATHERHEAD & ASSOCIATES,3873,4637,4174,3464,5070,3375,6929,25121,28986
A89610,PEACE  HAVEN,3040,11223,10281,7965,13243,7270,11945,23567,31150
A89611,EDEN TERRACE SURGERY,2719,10435,9801,9921,14989,7423,4133,26748,22347
A89612,NATHAN JR,2405,4949,4915,4084,7871,3076,4305,25810,25830
A89614,SOUTH HYLTON SURGERY,3963,9780,8615,7104,8515,6357,11191,29416,30630
A89616,RICKLETON MEDICAL CENTRE,2049,16733,16293,12612,15466,10933,20965,16853,31983
A89617,HARRATON SURGERY,2167,16105,15486,12306,14313,10598,20528,18660,31814
A89620,DR THOMAS,2665,12274,11707,9223,11566,7580,17527,18591,31450
A89621,PENNYWELL MEDICAL CENTRE,2849,4171,3494,2988,4112,3127,9126,26051,30439
A89623,CHESTER SURGERY,2536,11595,10761,9552,13905,7441,8905,27537,25306
A89624,DR. N.J. BHATT & DR. H.M. BENN,2241,10629,10079,8114,9864,6705,16473,18597,31391
B81002,DR A  KUMAR-CHOUDHARY'S PRACTICE,3479,5525,6283,5840,4851,5765,6455,9554,15268
B81003,BEACON MEDICAL,13187,15177,14744,14174,13594,13402,12518,26732,15143
B81004,"EASTGATE MEDICAL GROUP, HORNSEA",12307,14508,13896,10907,14286,15636,20859,18980,16631
B81005,THE CENTRAL SURGERY BARTON,16659,16952,15194,13266,14299,17428,20522,20804,18065
B81006,"MANOR HOUSE SURGERY, BRIDLINGTON",8720,11367,10702,8417,11213,11710,14116,17540,17190
B81007,WINTERTON MEDICAL PRACTICE,9718,18789,18854,16088,14761,16310,19033,20794,20970
B81008,MORRILL STREET GROUP PRACTICE,13783,8983,9768,9577,8812,8029,8313,20721,7799
B81009,MARKET WEIGHTON GROUP PRACTICE,9104,25004,24398,24043,20743,26074,27844,13114,22301
B81010,HESSLE GRANGE MEDICAL PRACTICE,13267,22751,20334,20405,20308,21938,20425,24281,17571
B81011,KINGSTON HEALTH (HULL),8726,8656,9521,9222,8018,8651,8471,19179,8565
B81012,DR AP KUMAR,4442,7934,7690,7640,7070,8641,7510,26281,10485
B81013,MONTAGUE MEDICAL PRACTICE,9256,14598,14328,13595,7749,18495,19639,23279,13934
B81014,PRACTICE TWO,7186,9913,9540,7638,10457,10606,12295,16449,16445
B81015,CLEE MEDICAL CENTRE,14673,11934,11913,11458,10653,11300,9864,26791,11970
B81016,PELHAM MEDICAL GROUP,9330,10695,10506,10523,9341,10936,9271,25265,11871
B81017,KINGSTON MEDICAL GROUP,7139,4054,5283,5502,6317,4075,3888,12674,6451
B81018,DR RK AWAN AND PARTNERS,6063,3427,3823,4007,3839,4357,3652,11721,10275
B81019,DR JETHWA,2797,9485,9304,9290,8574,9920,8258,25833,10860
B81020,THE SUTTON MANOR SURGERY,7443,11979,12941,12162,10288,10252,12279,14161,14677
B81021,FAITH HOUSE SURGERY,7644,13327,16021,15473,14433,11330,8075,16910,9337
B81022,CAMBRIDGE AVENUE MEDICAL CENTRE,14897,18311,17799,16170,15323,13860,15265,25434,22683
B81023,THE CHANTRY HEALTH GROUP,6141,10718,10482,10463,9168,10915,9540,25273,11975
B81024,THE WILLERBY SURGERY,8745,29888,27758,25935,27395,26786,27296,24885,24701
B81025,SOUTH HOLDERNESS MEDICAL PRACTICE,12335,7857,8529,6555,9024,10886,13919,14070,13089
B81026,ANCORA MEDICAL PRACTICE,17312,11967,12086,11264,9089,9830,10359,24519,19426
B81027,ST ANDREWS GROUP PRACTICE,6231,5391,5798,5972,5576,5493,5367,15609,7774
B81029,THE SNAITH AND RAWCLIFFE MEDICAL GROUP,10157,23042,22744,20279,18199,23322,24111,17686,20344
B81030,SCARTHO MEDICAL CENTRE,12479,22070,20226,20056,19135,17908,21722,22843,21333
B81031,FIELDHOUSE MEDICAL GROUP,14205,13078,12725,12532,10864,12580,11998,24720,14021
B81032,WILBERFORCE SURGERY,2913,4370,5387,5560,6324,4488,4738,13225,6296
B81034,LEVEN & BEEFORD MEDICAL PRACTICE,10990,22513,22460,20296,18783,24096,23857,17020,17356
B81035,THE AVENUES MEDICAL CENTRE,5954,13710,15270,15011,18763,13835,8384,23110,6684
B81036,POCKLINGTON GROUP PRACTICE,15221,24683,26143,25526,20505,25005,28857,14759,18955
B81037,THE PARK SURGERY,15153,20487,20454,18537,17276,21353,26722,16543,17015
B81038,DR IA GALEA AND PARTNERS,7261,8955,9246,9519,8055,8435,8937,18397,10797
B81039,THE ROXTON PRACTICE,17373,14940,13529,13488,10860,15153,21075,19727,18837
B81040,DR JAD WEIR & PARTNERS,14834,4820,5226,5130,4149,5543,6922,15713,10909
B81041,DR SR MARSHALL AND PARTNERS,6155,22688,22575,21564,15800,23156,29122,17424,17362
B81042,DR SA HILL AND PARTNERS,12159,24775,22965,21806,24313,24816,24127,20772,21847
B81043,SOUTH AXHOLME PRACTICE,14663,23299,20972,19991,20537,19389,21362,22623,21749
B81044,HOLME-BUBWITH MEDICAL GROUP,5767,21331,23698,21953,19453,21330,30880,9486,14837
B81045,ASHBY TURN PRIMARY CARE PARTNERS,12535,13019,13061,11957,9942,10509,10487,25873,20898
B81046,THE BRIDGE GROUP PRACTICE,8996,4258,4639,4796,4665,4796,4429,13376,8857
B81047,WOLSELEY MEDICAL CENTRE,7048,6069,7148,7149,8736,6206,5626,14977,6278
B81048,THE NEWLAND GROUP,8848,10677,13163,13876,12536,9917,7138,17531,6630
B81049,NEW HALL SURGERY,9258,11308,11687,11971,12691,11166,7150,17788,11650
B81050,HEDON GROUP PRACTICE,11869,19424,19426,17053,13518,21795,23944,12885,21061
B81051,OLD FIRE STATION SURGERY,10424,25277,23217,22213,25102,25166,24238,21250,21756
B81052,MUSIL J,5723,8429,10720,11001,14938,8670,5017,19059,4171
B81053,DIADEM MEDICAL PRACTICE,11809,6648,7104,6567,5760,6545,8348,17367,11609
B81054,CLIFTON HOUSE MEDICAL CENTRE,9364,6960,8500,8616,8683,6601,5642,14402,7347
B81055,DR S DIJOUX,3542,17613,16975,16184,15465,14835,16706,22957,17703
B81056,THE SPRINGHEAD MEDICAL CENTRE,15327,18957,18720,18028,16640,17687,17295,22714,14090
B81057,ST ANDREWS NEWINGTON,2639,7995,8946,8649,9025,8526,6156,18348,6518
B81058,SYDENHAM GROUP PRACTICE,7783,8079,8554,8395,8245,8077,7572,16893,8277
B81060,"FIELD HOUSE SURGERY, BRIDLINGTON",8204,9548,9117,7244,10041,10355,11926,17185,15158
B81061,BROUGH AND SOUTH CAVE MEDICAL PRACTICE,20714,30055,28704,28068,26689,28352,29360,20606,24386
B81062,"CHURCH VIEW SURGERY, HEDON",11701,19694,19850,17472,13981,22145,23901,12607,20886
B81063,BRIDGE STREET SURGERY,6593,18522,18428,17153,17181,16046,23224,16326,19331
B81064,CHURCH LANE MEDICAL CENTRE,8713,13433,13242,12519,10217,10883,10847,25442,19735
B81065,TRENT VIEW MEDICAL PRACTICE,11841,16252,15393,14212,13122,15259,16461,22179,18710
B81066,DR GM CHOWDHURY'S PRACTICE,2288,7775,8728,8397,6747,7838,8146,18938,9389
B81068,BARTHOLOMEW MEDICAL GROUP,16031,14579,14278,13522,8008,18759,19419,22469,14110
B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",9896,9351,8866,7023,10009,10247,11751,16443,16609
B81070,PRACTICE ONE,5818,9737,9292,7360,10314,10374,11954,16657,16682
B81072,DR RJ WESTROP & PARTNERS,6549,10567,12557,13133,12019,10030,7664,17790,7293
B81074,DR AK REJ,3032,8469,9943,9405,7748,8452,8305,21438,6190
B81075,MALLIK MK,1812,14251,14732,14356,13466,13957,12811,20801,10548
B81077,WOODFORD MEDICAL PRACTICE,9981,12981,12640,12383,10904,12633,11770,24671,13856
B81080,DR GS MALCZEWSKI'S PRACTICE,2068,7235,7889,7354,6318,7496,8715,18639,10753
B81081,NEW GREEN SURGERY,3849,8326,9624,9214,7655,7991,8188,20624,6929
B81082,NORTH BEVERLEY MEDICAL CENTRE,5944,26915,25826,24524,26247,26427,27260,19722,22707
B81084,COTTINGHAM MEDICAL CENTRE,7731,22242,20951,18359,24414,21960,17734,20160,21390
B81085,BURNBRAE MEDICAL PRACTICE,5056,11797,13779,12803,10252,10519,11041,23866,6575
B81087,BIRKWOOD MEDICAL CENTRE,7089,11642,11482,11390,10320,11300,9805,24006,14853
B81088,HOWDEN MEDICAL PRACTICE,7182,23557,22930,22676,20013,25875,29063,16808,15568
B81089,DR L WITVLIET'S PRACTICE,3620,4509,4939,4822,4028,5271,6773,14823,11338
B81090,THE OSWALD ROAD MEDICAL SURGERY,4505,11267,11196,10837,8420,9834,9100,25750,17564
B81091,LITTLEFIELD SURGERY,5624,13381,13045,12888,11148,12925,12018,24825,13888
B81092,"THE MEDICAL CENTRE, DRIFFIELD",10356,19677,20991,19402,17411,21862,27359,13125,14954
B81094,DR AK DATTA'S PRACTICE,1309,14427,17556,14904,11556,12090,9776,17331,12838
B81095,COOK BF,3867,13245,15694,14769,13850,11358,9074,18011,9235
B81097,HOLDERNESS HEALTH OPEN DOOR SURGERY,1520,14088,15774,14963,11664,11736,13166,22037,9063
B81099,KIRTON LINDSEY SURGERY,5507,18383,16801,14909,16940,18193,24230,16852,17271
B81100,DR AC MILNER,2899,24118,22466,20880,20988,22484,23277,23582,20005
B81101,DR HS SURI'S PRACTICE,5766,22708,20361,19623,21802,22635,22390,21407,23346
B81104,NAYAR JK,5710,13780,18932,19849,15567,10774,9164,14109,7158
B81108,DR GG DE AND DR A SINHA,4221,14786,13954,12841,13039,13390,13346,24694,16408
B81109,RIVERSIDE SURGERY,12251,18705,18186,16837,16339,15496,22379,18404,20459
B81112,ST ANDREWS - BRANSHOLME,3145,5550,6390,5973,4904,5480,6236,10442,14806
B81113,CEDAR MEDICAL PRACTICE,6277,12022,12220,11269,9147,9959,9982,25046,19383
