PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
A84613,HARBOTTLE SURGERY,823,15656,25109,21834,22080,23780,31597,2773,4402
A84614,THE ADDERLANE SURGERY,1966,19015,16274,14466,16472,14192,25844,20308,31072
A84619,ELSDON AVENUE SURGERY,3671,16685,14580,11267,17382,12132,24295,21106,27462
A85001,FELL TOWER MEDICAL CENTRE,7322,18162,16882,15435,19574,10123,21051,23582,23697
A85002,BENSHAM FAMILY PRACTICE,4543,10934,9984,8811,11018,6222,18571,19852,23043
A85003,ROWLANDS GILL MEDICAL CENTRE,6825,17153,15016,13384,17054,10101,25139,17843,30695
A85004,LONGRIGG MEDICAL CENTRE,10839,10730,10334,8468,10019,5626,20195,16889,29014
A85005,OXFORD TCE & RAWLING RD MEDICAL GROUP,15164,9626,9076,8166,10767,5267,15031,20277,20205
A85006,GLENPARK MEDICAL CENTRE,9232,14208,12995,10750,13524,8236,24106,19442,25635
A85007,FELL COTTAGE SURGERY,8404,18728,17355,16057,20594,10299,19559,25754,24024
A85008,BIRTLEY MEDICAL GROUP,15901,13371,12810,10584,14631,7864,21836,16047,27174
A85009,CROWHALL MEDICAL CENTRE,6679,8733,8270,6926,8705,4891,15283,17999,25772
A85010,CHAINBRIDGE MEDICAL PARTNERSHIP,11251,15534,13716,12188,14100,9829,24789,19686,29527
A85011,ST. ALBANS MEDICAL GROUP,8256,7894,7425,6237,8029,4634,13992,16156,26511
A85012,METRO INTERCHANGE SURGERY,3980,6295,5960,5184,7293,3492,12149,16791,23218
A85013,MILLENNIUM FAMILY PRACTICE,3373,8879,8524,7507,9904,4844,14882,17743,21600
A85014,CRAWCROOK MEDICAL CENTRE,7438,20696,17762,16723,19252,13742,25448,23417,27920
A85016,WREKENTON MEDICAL GROUP,10265,9765,9238,7455,10481,4955,17201,17519,28734
A85017,BEWICK ROAD SURGERY,6027,8745,9613,7970,9560,4418,11502,20338,15239
A85018,OLDWELL SURGERY,5246,14132,12747,10819,11780,8609,25102,20178,30389
A85019,CENTRAL GATESHEAD MEDICAL GROUP,10257,8655,8248,7304,9765,4729,14055,18671,21426
A85020,WHICKHAM COTTAGE MEDICAL CENTRE,16359,21887,20381,17645,23060,13838,27890,18976,31186
A85021,SECOND STREET SURGERY,2729,8179,8319,7678,8352,4653,12985,20105,15822
A85023,TEAMS MEDICAL PRACTICE,5138,7608,6925,6341,8610,3966,17044,14934,23398
A85024,CHOPWELL PRIMARY HEALTHCARE CENTRE,2686,8758,7993,4807,9266,6273,16922,22053,26177
A85026,BEACON VIEW MEDICAL CENTRE,4547,11383,10546,9041,12554,6070,17502,19597,26418
A85605,ELVASTON ROAD SURGERY,2291,18888,15690,13744,19516,12316,25149,23255,30294
A85609,108 RAWLING ROAD(RAWLING ROAD PRACTICE),1653,13776,13083,11570,14570,8082,18964,19825,23613
A85611,PELAW MEDICAL PRACTICE,5313,14350,13383,11459,13695,7407,22490,20809,25421
A85614,THE BRIDGES MEDICAL PRACTICE,4559,8644,8438,7558,9725,4720,14256,17390,20040
A85616,HOLLYHURST MEDICAL CENTRE,2485,15907,14261,12277,14184,9935,25317,20401,30155
A85617,SUNNISIDE SURGERY,3253,20376,18024,16301,21149,13644,26972,17249,31062
A85620,GRANGE ROAD MEDICAL PRACTICE,3607,19103,15727,13969,19745,12643,25734,22893,30394
A86003,SAVILLE MEDICAL GROUP,30615,13423,16539,17937,13817,6993,16576,14249,16570
A86004,PROSPECT MEDICAL CENTRE,15488,7092,6697,7036,7400,4510,8641,16309,21077
A86005,WEST FARM SURGERY,5756,13675,11744,11561,12321,7641,26678,21739,26704
A86006,ROSEWORTH SURGERY,5090,22880,21747,20889,23774,15246,25310,23721,23625
A86007,AVENUE MEDICAL PRACTICE,3038,25549,27137,28473,28238,14662,22478,20051,15510
A86008,PARK MEDICAL GROUP,11866,17019,16473,15158,16922,10405,24057,17238,25970
A86009,FALCON MEDICAL GROUP,6237,7003,6763,6896,7317,4040,11930,17221,19084
A86010,BIDDLESTONE HEALTH GROUP,9599,19957,19225,19211,21522,11163,22060,24740,18322
A86011,WALKER MEDICAL GROUP,11304,4795,4285,3931,4644,3098,12009,17981,21010
A86012,WEST ROAD MEDICAL CENTRE,9140,7548,6834,7066,7448,5346,8088,18413,21711
A86013,DENTON PARK MEDICAL GROUP,7156,9943,9492,8383,8949,6079,14444,17237,26910
A86015,HOLLY MEDICAL GROUP,8902,26271,27113,28179,28683,15978,23030,21556,17281
A86016,LANE END SURGERY,8557,21601,19393,18444,20848,13812,29132,23272,25153
A86017,CRUDDAS PARK SURGERY,9704,4810,4682,4435,5292,2971,11510,14968,22977
A86018,THE GROVE MEDICAL GROUP,12657,25149,24097,23656,27113,17504,24502,24806,22561
A86020,THE SURGERY-OSBORNE ROAD,5065,26969,27259,27849,28553,17660,24116,22947,19044
A86021,HOLMSIDE MEDICAL GROUP,9170,12102,11696,10448,10862,7638,14581,18419,25546
A86022,PARKWAY MEDICAL GROUP,7992,18974,18539,16321,16930,11812,21675,18885,28328
A86023,BENFIELD PARK MEDICAL GROUP,8498,12163,12232,12138,12210,6983,16886,19642,18941
A86024,HEATON ROAD SURGERY,7255,10736,10661,10967,11535,5630,14416,19490,18006
A86025,WESTERHOPE MEDICAL GROUP,12385,8631,8213,7429,7976,5192,13299,18119,25172
A86026,THROCKLEY PRIMARY CARE CENTRE,6550,12876,11339,10138,12501,8377,17816,21371,27928
A86027,NEWCASTLE MEDICAL CENTRE,13483,14101,18780,21100,15354,7270,16277,11543,13623
A86028,REGENT MEDICAL CENTRE,3770,19557,18285,17211,20813,12692,23351,22077,23998
A86029,THORNFIELD MEDICAL GROUP,11765,10501,10960,12019,10339,5584,15487,17086,17116
A86030,BETTS AVENUE MEDICAL GROUP,10251,8235,7720,6863,8263,5227,12902,17586,24642
A86031,FENHAM HALL SURGERY,8236,9749,8621,9294,9646,6445,9658,21105,22880
A86033,BRUNTON PARK,4468,27699,27476,26842,28004,21007,29743,22635,25118
A86035,BROADWAY MEDICAL CENTRE,2639,19718,17998,17065,21048,13220,25630,24433,22260
A86036,GOSFORTH MEMORIAL MED.CTR,8613,23228,21479,21197,26463,14800,25451,25141,22031
A86037,GRAINGER MEDICAL GROUP,6547,3998,3680,3792,4494,2828,6913,15340,22480
A86038,NEWBURN SURGERY,5372,11278,10222,9382,10878,7089,15273,19616,26261
A86040,ST.ANTHONY'S HEALTH CENTRE,6106,2274,1985,2183,2192,1505,8417,15269,20620
A86041,SWARLAND AVENUE SURGERY,4962,20558,18311,17200,19337,12627,29246,24065,25359
A86601,DENTON TURRET MEDICAL CENTRE,8239,11790,11288,9874,10911,7607,12256,20237,25340
A87002,SPRING TERRACE HEALTH CENTRE,6978,13278,11447,10669,14550,8419,21207,22069,21480
A87003,PORTUGAL PLACE HEALTH CTR,11794,11870,10461,8812,12474,7611,19121,21902,22576
A87004,COLLINGWOOD SURGERY,16959,14301,12412,11563,15299,9265,22166,21779,22387
A87005,WHITLEY BAY HEALTH CENTRE,12623,22605,20675,18355,25039,14157,25199,27468,23494
A87006,49 MARINE AVENUE SURGERY,6031,24481,22516,19842,26237,15647,27124,26967,25256
A87007,FOREST HALL HEALTH CENTRE,11033,18672,16441,14804,16884,11575,27866,23482,26084
A87008,MARINE AVENUE MEDICAL CTR,7311,24463,22373,19934,25834,15279,27518,27067,25567
A87009,PRIORY MEDICAL GROUP,14411,17315,15474,14536,19299,11569,22278,21886,22012
A87011,BEAUMONT PARK SURGERY,6596,25638,23856,21011,26536,17106,29612,22953,27932
A87012,WIDEOPEN MEDICAL CENTRE,7140,14261,13054,10568,11754,9350,26871,17703,28733
A87013,BEWICKE MEDICAL CENTRE,10119,9015,7366,6458,10008,5885,17812,20689,24002
A87014,EARSDON PARK MEDICAL PRACTICE,4291,14579,12859,12511,13165,8445,25287,19271,28020
A87015,APPLEBY SURGERY,5975,15318,13345,12498,16455,9948,22223,22585,21910
A87016,THE VILLAGE GREEN SURGERY,9611,12213,10588,9124,12926,7856,19413,21750,22908
A87017,WOODLANDS PARK HEALTH CTR,5403,19797,18323,15312,17914,11842,30178,21032,28769
A87019,NELSON MEDICAL GROUP,5817,13229,11455,10693,14567,8496,20697,21910,21382
A87020,MONKSEATON MEDICAL CENTRE,9116,25040,22458,20066,25410,15446,29929,26306,27159
A87022,NORTHUMBERLAND PARK MEDICAL GROUP,5248,15570,14159,13302,14247,9479,23389,18434,27459
A87023,THE SMITH PRACTICE,5715,15981,14618,13910,14295,9677,23598,18811,27263
A87027,GARDEN PARK SURGERY,6855,11299,9863,8746,10857,7070,21612,19724,25708
A87029,PARK ROAD MEDICAL PRACT,4876,10344,8838,7676,11607,6664,16996,22580,21098
A87030,REDBURN PARK MEDICAL CENTRE,5079,6553,5319,4911,7521,4377,16878,19163,22209
A87600,PARK PARADE PRACTICE,4417,21802,19777,17434,24414,13189,24847,27732,23230
A87612,WELLSPRING MEDICAL PRACT.,5377,17391,16197,14649,14590,10024,28382,19361,28711
A87615,PRESTON & AUSTIN PRACTICE,4770,17636,16804,14733,14545,10483,28182,18276,28597
A88001,VICTORIA MEDICAL CENTRE,2912,9903,8692,7215,12415,4965,19597,16186,28162
A88002,FARNHAM MEDICAL CTR.,12473,8621,7744,5961,11232,4993,18743,15790,25653
A88003,MARSDEN RD. HEALTH CENTRE,11749,11873,10507,8392,14243,6843,21419,17282,28549
A88004,MAYFIELD MEDICAL GROUP,9179,8842,7833,6247,11217,4776,19392,14785,27669
A88005,WENLOCK ROAD SURGERY,4622,7422,6768,4934,10329,4443,16657,14978,25218
A88006,TALBOT MEDICAL CENTRE,8426,7677,6886,5325,9834,4406,18870,14582,26986
A88007,WAWN STREET SURGERY,9026,10439,9667,7422,13674,5754,18314,17451,23968
A88008,TRINITY MEDICAL CENTRE,6142,9076,8334,6294,11918,5153,18288,15562,24908
A88009,DR THORNILEY-WALKER & PARTNERS,6450,18240,16540,15414,20513,11089,23401,16041,29286
A88010,ALBERT ROAD SURGERY,3036,8979,7974,6381,11354,4888,19636,14714,27673
A88011,WESTOE SURGERY,2832,9708,8969,6882,12677,5454,18098,16536,24243
A88012,ELLISON VIEW SURGERY,5801,9385,8150,6756,12415,4475,19047,16158,28192
A88013,CENTRAL SURGERY,13698,10519,9582,7486,13080,6092,19578,16589,26132
A88014,STANHOPE PARADE HC (DR KULKARNI),2720,7894,7269,5474,10782,4504,16764,15505,23235
A88015,ST.GEORGE'S MEDICAL CTR,3680,7666,7060,5154,10702,4368,16905,14867,23979
A88016,DR SIMPSON & PARTNERS,7774,18942,17329,16223,21260,11601,23112,16064,29392
A88020,FLAGG COURT (DR S CHANDER),1777,9257,8316,6506,12578,5666,17084,15106,24392
A88022,THE GLEN MEDICAL GROUP,7718,10017,8760,7376,13060,4702,19078,16877,27846
A88023,WHITBURN SURGERY,5137,17957,14924,13514,17514,11870,27339,19492,31382
A88025,THE G.P.SUITE,5080,8476,7495,6015,10781,4640,19500,14119,28012
A88601,IMEARY STREET PRACTICE,2607,11963,11176,8722,14986,6710,19158,17679,24565
A88603,THE PARK SURGERY,3055,9183,8032,6671,12138,4285,18783,16205,28042
A88608,RAVENSWORTH SURGERY,5828,9266,8304,6512,12076,5066,19225,15739,26449
A88611,CHICHESTER PRACTICE,2645,9882,9020,7000,12662,5504,18710,16786,24890
A88613,EAST WING PRACTICE,3965,8271,7273,5816,10543,4499,19565,14194,27861
A88614,FLAGG COURT (DR N WIN),1902,7787,7242,5128,11542,4865,14776,15215,22386
A89001,DEERNESS PARK MEDICAL GROUP,14011,7711,6845,5646,8624,3763,16533,22908,25275
A89002,DR S M BHATE & DR H EL-SHAKANKERY,3223,6845,6318,5155,8313,3409,14116,21983,23608
A89003,DR AKK HEGDE,5763,12635,12250,10220,11298,7310,22779,15815,29569
A89004,HETTON GROUP PRACTICE,11642,8140,8767,5028,8250,3921,14660,23276,30811
A89005,DR BRIGHAM & PARTNERS,5835,11236,10393,8333,13010,5956,16769,24598,24721
A89006,DR SHETTY & PARTNERS,7312,9001,8072,7107,9384,4565,17385,24703,23003
A89007,PALLION FAMILY PRACTICE,10164,11045,9935,8465,11507,5721,19395,25018,24510
A89008,RED HOUSE MEDICAL CENTRE,5001,7048,6129,5099,7247,3403,17214,22422,27169
A89009,HERRINGTON MEDICAL CENTRE,7135,13834,14084,10480,14408,6768,18439,21331,29273
A89010,DR STEPHENSON & PARTNERS,12092,13076,12821,10435,12116,7434,22106,16511,28920
A89011,JOSHI NA,3953,12721,11415,9324,13634,6277,23808,21667,28644
A89012,DR DIXIT'S PRACTICE,4904,13530,13245,11040,12079,7660,23181,16132,29732
A89013,THE NEW CITY MEDICAL GROUP,5338,9473,8855,7082,10764,4982,16086,23309,24254
A89014,ROKER FAMILY PRACTICE,2183,12033,10976,9322,13207,5717,17732,25333,23117
A89015,"FULWELL MEDICAL CENTRE,",9756,21866,20504,16720,22945,11121,24835,29148,25689
A89016,ST BEDE MEDICAL CENTRE,7767,13505,12413,10387,14848,6516,18592,25854,23008
A89017,MILLFIELD MEDICAL GROUP,12743,9301,8309,7425,9795,4797,17339,24202,23598
A89018,ASHBURN MEDICAL CENTRE,4542,8601,7777,6273,10531,4461,14971,24148,23828
A89019,"DRS CLOAK, CHOI AND MILLIGAN",9998,7447,6658,5428,7656,3654,17056,22633,25441
A89020,THE OLD FORGE SURGERY,7992,9380,8442,7264,9675,4797,18722,24162,23937
A89021,KEPIER MEDICAL PRACTICE,8724,11161,11216,7833,11946,5583,15407,22980,29879
A89022,CONCORD MEDICAL PRACTICE,5232,12991,12728,10398,11921,7476,22563,15951,28877
A89023,"HOUGHTON MEDICAL GROUP,",7827,10977,10922,7618,11833,5708,14928,23139,29992
A89024,THE BROADWAY MEDICAL PRACTICE,5579,9948,8816,7208,10646,5187,21046,23620,27522
A89025,ENCOMPASS HEALTH CARE,5986,13503,13263,10981,12423,7731,22702,15969,29726
A89026,VICTORIA MEDICAL PRACTICE,3045,12626,12300,10039,11500,7355,22153,16182,28749
A89027,SPRINGWELL MEDICAL GROUP,6418,9510,8283,6851,10063,4965,21545,23661,28040
A89028,GRANGEWOOD SURGERY,7015,15255,15528,11627,15518,8215,20108,19238,30340
A89029,SPRINGWELL HOUSE,1909,10096,8877,7313,11041,5083,22754,23006,28029
A89030,WESTBOURNE MEDICAL GROUP,6552,12479,12395,9331,12829,6440,18386,20590,29987
A89031,HYLTON MEDICAL GROUP,5883,10088,9031,7692,10948,5029,18326,23935,24423
A89032,COLLIERY MEDICAL GROUP,5195,13331,12046,9841,14312,6609,24680,20926,29034
A89034,PARK LANE PRACTICE,4043,10942,10591,9658,14008,5954,10810,23373,18379
A89035,SOUTHLANDS MEDICAL GROUP,5275,11876,10303,8284,13197,5738,21652,21894,29739
A89036,CASTLETOWN MEDICAL CENTRE,2090,7846,7285,5426,8483,3160,18397,23878,26628
A89038,BARMSTON MEDICAL CENTRE,4711,11469,11130,9230,10539,7002,21880,14606,29580
A89040,MONKWEARMOUTH HEALTH CENTRE,2761,13315,12053,10273,14350,6465,18976,26243,23402
A89041,HAPPY HOUSE SURGERY,5226,8967,7826,6488,9780,4692,21713,23138,27910
A89042,CHURCH VIEW MEDICAL CENTRE,6013,13621,12333,10030,14782,6822,24088,21389,28687
A89603,DR. R. OBONNA,1994,6206,5512,4454,6476,3103,16115,21945,25387
A89604,DR WEATHERHEAD & ASSOCIATES,3873,4917,4306,3527,5178,2392,15115,21149,24859
A89610,PEACE  HAVEN,3040,12291,10882,8648,13527,6007,21977,22225,29231
A89611,EDEN TERRACE SURGERY,2719,11372,10489,10214,13899,6472,10220,24776,18606
A89612,NATHAN JR,2405,5193,4974,4026,6879,2511,11074,20941,22246
A89614,SOUTH HYLTON SURGERY,3963,10304,8708,7832,8522,5022,20203,27262,28510
A89616,RICKLETON MEDICAL CENTRE,2049,17215,17421,13757,16075,10133,26037,14847,30591
A89617,HARRATON SURGERY,2167,16541,16648,13294,14939,9452,25914,16687,30852
A89620,DR THOMAS,2665,12644,12337,10051,11673,7303,22360,16128,28771
A89621,PENNYWELL MEDICAL CENTRE,2849,4336,3425,3116,3837,2406,19308,21233,28441
A89623,CHESTER SURGERY,2536,12567,11418,10143,13159,6783,17951,25684,22814
A89624,DR. N.J. BHATT & DR. H.M. BENN,2241,10961,10629,8722,9960,6553,21520,15870,28382
B81002,DR A  KUMAR-CHOUDHARY'S PRACTICE,3479,5378,6138,5507,4394,7900,6812,8423,14444
B81003,BEACON MEDICAL,13187,15320,15369,14658,14279,15298,10526,24295,13610
B81004,"EASTGATE MEDICAL GROUP, HORNSEA",12307,13425,13500,10037,13414,15559,17143,16506,17326
B81005,THE CENTRAL SURGERY BARTON,16659,17271,15088,13374,16336,16582,20178,20618,20672
B81006,"MANOR HOUSE SURGERY, BRIDLINGTON",8720,11516,11137,8131,9842,12994,17074,15148,17075
B81007,WINTERTON MEDICAL PRACTICE,9718,20157,18758,16721,16942,17447,26184,19283,22693
B81008,MORRILL STREET GROUP PRACTICE,13783,8093,9025,8543,7971,8864,7753,16593,6892
B81009,MARKET WEIGHTON GROUP PRACTICE,9104,24494,22690,23724,21648,25308,27828,12661,23322
B81010,HESSLE GRANGE MEDICAL PRACTICE,13267,22467,20214,20061,20957,22319,20838,21610,19849
B81011,KINGSTON HEALTH (HULL),8726,8622,9189,8345,7873,9764,9087,17261,8748
B81012,DR AP KUMAR,4442,7975,8194,8112,7031,10169,6116,21725,9434
B81013,MONTAGUE MEDICAL PRACTICE,9256,13386,13579,12695,8136,18343,16155,19368,12578
B81014,PRACTICE TWO,7186,10139,9842,7286,9192,11829,15515,14932,16154
B81015,CLEE MEDICAL CENTRE,14673,12033,12434,11892,10765,13422,8317,23821,10830
B81016,PELHAM MEDICAL GROUP,9330,10992,11094,10856,9570,13120,9082,21517,11096
B81017,KINGSTON MEDICAL GROUP,7139,4087,5489,5306,5590,5430,3310,11081,5640
B81018,DR RK AWAN AND PARTNERS,6063,3246,3657,3571,3237,5100,3635,9383,11014
B81019,DR JETHWA,2797,9650,9908,9775,8577,12094,7154,21814,10095
B81020,THE SUTTON MANOR SURGERY,7443,11701,12741,11614,10071,12490,11743,12879,12979
B81021,FAITH HOUSE SURGERY,7644,13225,15678,14930,13872,14183,7260,16771,9195
B81022,CAMBRIDGE AVENUE MEDICAL CENTRE,14897,19317,18471,16746,16405,15841,16452,24968,22385
B81023,THE CHANTRY HEALTH GROUP,6141,10985,11067,10823,9380,13016,9248,21580,11175
B81024,THE WILLERBY SURGERY,8745,29899,28217,26214,27497,27383,28322,22443,26580
B81025,SOUTH HOLDERNESS MEDICAL PRACTICE,12335,7770,8930,6818,8359,10597,15553,9663,13262
B81026,ANCORA MEDICAL PRACTICE,17312,12375,12301,11333,9745,11393,10843,23983,17642
B81027,ST ANDREWS GROUP PRACTICE,6231,5517,5847,5345,5411,6389,7054,13414,8161
B81029,THE SNAITH AND RAWCLIFFE MEDICAL GROUP,10157,22279,22599,20676,19638,23957,19500,14550,21145
B81030,SCARTHO MEDICAL CENTRE,12479,22273,20670,20150,20118,20234,20635,21842,20427
B81031,FIELDHOUSE MEDICAL GROUP,14205,13364,13271,12868,11166,14857,11804,21502,12995
B81032,WILBERFORCE SURGERY,2913,4226,5435,5043,5797,5195,4969,10774,6264
B81034,LEVEN & BEEFORD MEDICAL PRACTICE,10990,21722,21741,19664,18816,24586,26289,14688,17244
B81035,THE AVENUES MEDICAL CENTRE,5954,14690,15300,14751,17950,15778,9804,23302,7738
B81036,POCKLINGTON GROUP PRACTICE,15221,24412,25255,25450,19805,26980,29548,14180,19595
B81037,THE PARK SURGERY,15153,19899,19470,17998,17900,22961,25922,14750,16998
B81038,DR IA GALEA AND PARTNERS,7261,9110,9137,8431,8379,9575,10651,16903,11148
B81039,THE ROXTON PRACTICE,17373,15375,14433,13552,11562,16796,20723,18080,17091
B81040,DR JAD WEIR & PARTNERS,14834,4546,4934,4655,4018,6648,5713,12487,9776
B81041,DR SR MARSHALL AND PARTNERS,6155,21411,21613,20968,13450,24789,27010,16813,16438
B81042,DR SA HILL AND PARTNERS,12159,24574,22862,21435,23543,24288,25934,20064,22658
B81043,SOUTH AXHOLME PRACTICE,14663,22891,20709,19253,20129,21057,24553,18598,23447
B81044,HOLME-BUBWITH MEDICAL GROUP,5767,19975,23549,20918,18476,25140,27412,8294,13227
B81045,ASHBY TURN PRIMARY CARE PARTNERS,12535,13689,13424,12176,10889,12012,11628,25097,19114
B81046,THE BRIDGE GROUP PRACTICE,8996,4250,4579,4297,4336,5612,5331,11108,9549
B81047,WOLSELEY MEDICAL CENTRE,7048,6200,7217,6711,8076,7518,5974,13077,6265
B81048,THE NEWLAND GROUP,8848,11137,13430,13728,11998,12237,7249,16164,7143
B81049,NEW HALL SURGERY,9258,11376,11766,11232,11871,12680,7305,16729,12382
B81050,HEDON GROUP PRACTICE,11869,20244,19623,16990,15282,22203,23805,16257,20518
B81051,OLD FIRE STATION SURGERY,10424,25051,23078,21956,24321,24787,25832,20319,22448
B81052,MUSIL J,5723,9052,10871,10724,13498,10411,5571,17596,4571
B81053,DIADEM MEDICAL PRACTICE,11809,6483,6780,6179,5734,7925,7011,15229,11155
B81054,CLIFTON HOUSE MEDICAL CENTRE,9364,7031,8637,8334,8053,8382,5059,13233,7099
B81055,DR S DIJOUX,3542,17968,17814,16905,15963,16906,14817,21281,15932
B81056,THE SPRINGHEAD MEDICAL CENTRE,15327,19287,18643,17456,16585,19263,18015,22376,15804
B81057,ST ANDREWS NEWINGTON,2639,8223,8795,7987,8631,9454,7471,16827,7234
B81058,SYDENHAM GROUP PRACTICE,7783,8202,8520,7789,7953,9055,8935,15069,8931
B81060,"FIELD HOUSE SURGERY, BRIDLINGTON",8204,9640,9414,6908,8716,11553,14786,14726,14866
B81061,BROUGH AND SOUTH CAVE MEDICAL PRACTICE,20714,29689,28674,28141,26720,29056,29491,18590,24389
B81062,"CHURCH VIEW SURGERY, HEDON",11701,20524,19936,17397,15797,22537,23726,16096,20570
B81063,BRIDGE STREET SURGERY,6593,19182,18581,17833,18157,18035,24970,14481,20263
B81064,CHURCH LANE MEDICAL CENTRE,8713,13919,13778,12683,11191,12251,11305,25391,17766
B81065,TRENT VIEW MEDICAL PRACTICE,11841,15701,14500,14326,13795,15563,17154,19790,17764
B81066,DR GM CHOWDHURY'S PRACTICE,2288,7681,8396,7861,6651,9516,7477,16420,8821
B81068,BARTHOLOMEW MEDICAL GROUP,16031,13399,13509,12554,8504,18418,15943,18680,12744
B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",9896,9604,9211,6777,8620,11494,14954,14852,16144
B81070,PRACTICE ONE,5818,10004,9613,7059,8950,11629,15184,15311,16317
B81072,DR RJ WESTROP & PARTNERS,6549,11043,12762,12891,11552,12206,7966,16583,7871
B81074,DR AK REJ,3032,8403,9686,8883,7384,10469,7292,18640,6072
B81075,MALLIK MK,1812,14549,14639,13723,13174,15341,14451,19882,11344
B81077,WOODFORD MEDICAL PRACTICE,9981,13323,13205,12832,11242,14867,11707,21428,12922
B81080,DR GS MALCZEWSKI'S PRACTICE,2068,7215,7675,7010,6242,9189,8092,16261,10349
B81081,NEW GREEN SURGERY,3849,8042,9222,8477,7231,9786,7252,17717,6593
B81082,NORTH BEVERLEY MEDICAL CENTRE,5944,26710,25417,24030,25678,26186,28194,19570,23672
B81084,COTTINGHAM MEDICAL CENTRE,7731,22780,20747,18819,22334,22856,23252,19458,22394
B81085,BURNBRAE MEDICAL PRACTICE,5056,11701,13240,12083,10016,13244,9725,21710,6536
B81087,BIRKWOOD MEDICAL CENTRE,7089,11887,11913,11656,10691,13408,9951,20197,13689
B81088,HOWDEN MEDICAL PRACTICE,7182,23517,22939,23316,20289,25280,25061,16098,18506
B81089,DR L WITVLIET'S PRACTICE,3620,4264,4731,4359,3937,6259,5624,11778,9808
B81090,THE OSWALD ROAD MEDICAL SURGERY,4505,11477,11601,10680,9247,10774,9410,25388,15419
B81091,LITTLEFIELD SURGERY,5624,13678,13571,13206,11496,15246,11853,21787,12911
B81092,"THE MEDICAL CENTRE, DRIFFIELD",10356,18690,19440,18718,17818,23302,26763,11667,14330
B81094,DR AK DATTA'S PRACTICE,1309,13617,16911,14070,11460,15293,7634,16109,12035
B81095,COOK BF,3867,13200,15636,14587,12927,14298,7628,17620,9402
B81097,HOLDERNESS HEALTH OPEN DOOR SURGERY,1520,13596,15046,13664,11578,14569,11233,20056,8738
B81099,KIRTON LINDSEY SURGERY,5507,19224,17811,15518,19183,15743,26202,18691,18642
B81100,DR AC MILNER,2899,23885,22151,20565,20872,23473,22544,22913,21725
B81101,DR HS SURI'S PRACTICE,5766,22549,20951,19625,21172,22609,24936,17907,23535
B81104,NAYAR JK,5710,13790,18649,19549,13852,14836,9158,12386,7709
B81108,DR GG DE AND DR A SINHA,4221,15500,14790,14264,13752,16006,14868,18897,15650
B81109,RIVERSIDE SURGERY,12251,19295,18132,17489,17305,17255,24368,16306,21431
