PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
A88005,WENLOCK ROAD SURGERY,4622,30611,28246,26274,22778
A88006,TALBOT MEDICAL CENTRE,8426,30944,28390,26586,23840
A88007,WAWN STREET SURGERY,9026,32267,28712,27039,24126
A88008,TRINITY MEDICAL CENTRE,6142,31595,28470,26757,23742
A88009,DR THORNILEY-WALKER & PARTNERS,6450,39283,32073,29771,27717
A88010,ALBERT ROAD SURGERY,3036,31820,28223,26320,23377
A88011,WESTOE SURGERY,2832,31961,28497,26781,23787
A88012,ELLISON VIEW SURGERY,5801,32004,27519,26458,22910
A88013,CENTRAL SURGERY,13698,32853,28979,27237,24724
A88014,STANHOPE PARADE HC (DR KULKARNI),2720,30926,28022,26431,23139
A88015,ST.GEORGE'S MEDICAL CTR,3680,30734,28020,26444,23100
A88016,DR SIMPSON & PARTNERS,7774,39834,32463,30013,28210
A88020,FLAGG COURT (DR S CHANDER),1777,32890,28643,26897,23243
A88022,THE GLEN MEDICAL GROUP,7718,32397,27679,26646,23071
A88023,WHITBURN SURGERY,5137,36043,30159,29047,27763
A88025,THE G.P.SUITE,5080,31646,28169,26225,23294
A88601,IMEARY STREET PRACTICE,2607,33083,29100,27252,24495
A88603,THE PARK SURGERY,3055,32364,27693,26622,23092
A88608,RAVENSWORTH SURGERY,5828,32016,28411,26598,23697
A88611,CHICHESTER PRACTICE,2645,32075,28545,26870,24021
A88613,EAST WING PRACTICE,3965,31594,28164,26238,23261
A88614,FLAGG COURT (DR N WIN),1902,31219,27913,26173,22264
A89001,DEERNESS PARK MEDICAL GROUP,14011,29914,26513,25453,22136
A89002,DR S M BHATE & DR H EL-SHAKANKERY,3223,29808,25965,25376,21405
A89003,DR AKK HEGDE,5763,35892,31067,27776,25513
A89004,HETTON GROUP PRACTICE,11642,31337,27846,26949,24947
A89005,DR BRIGHAM & PARTNERS,5835,33021,28050,26549,23752
A89006,DR SHETTY & PARTNERS,7312,30894,25931,25191,21901
A89007,PALLION FAMILY PRACTICE,10164,32003,26918,25777,23054
A89008,RED HOUSE MEDICAL CENTRE,5001,29344,26400,25371,22653
A89009,HERRINGTON MEDICAL CENTRE,7135,36943,30713,28166,26363
A89010,DR STEPHENSON & PARTNERS,12092,34852,30207,27115,24770
A89011,JOSHI NA,3953,33763,28771,27202,25019
A89012,DR DIXIT'S PRACTICE,4904,36261,31444,28043,25799
A89013,THE NEW CITY MEDICAL GROUP,5338,31314,26854,25914,22589
A89014,ROKER FAMILY PRACTICE,2183,32323,27651,27216,24305
A89015,"FULWELL MEDICAL CENTRE,",9756,38353,30996,29092,28355
A89016,ST BEDE MEDICAL CENTRE,7767,33204,28045,27505,24874
A89017,MILLFIELD MEDICAL GROUP,12743,30848,26086,25435,22076
A89018,ASHBURN MEDICAL CENTRE,4542,31365,27075,25725,22448
A89019,"DRS CLOAK, CHOI AND MILLIGAN",9998,29664,26304,25518,22670
A89020,THE OLD FORGE SURGERY,7992,30954,26151,25423,22217
A89021,KEPIER MEDICAL PRACTICE,8724,34488,29306,27817,25516
A89022,CONCORD MEDICAL PRACTICE,5232,34847,30255,27140,24762
A89023,"HOUGHTON MEDICAL GROUP,",7827,34335,29219,27720,25569
A89024,THE BROADWAY MEDICAL PRACTICE,5579,31305,27360,25760,23409
A89025,ENCOMPASS HEALTH CARE,5986,36203,31147,27936,25750
A89026,VICTORIA MEDICAL PRACTICE,3045,34607,30044,27006,24660
A89027,SPRINGWELL MEDICAL GROUP,6418,30867,27118,25507,23126
A89028,GRANGEWOOD SURGERY,7015,37156,31315,28569,26998
A89029,SPRINGWELL HOUSE,1909,31567,27726,26005,23861
A89030,WESTBOURNE MEDICAL GROUP,6552,36565,30656,28440,26515
A89031,HYLTON MEDICAL GROUP,5883,32168,27246,26013,22916
A89032,COLLIERY MEDICAL GROUP,5195,34078,28983,27337,25282
A89034,PARK LANE PRACTICE,4043,31911,26334,26523,22436
A89035,SOUTHLANDS MEDICAL GROUP,5275,34941,30409,27796,25045
A89036,CASTLETOWN MEDICAL CENTRE,2090,29329,26547,25345,21607
A89038,BARMSTON MEDICAL CENTRE,4711,35990,30957,27654,25100
A89040,MONKWEARMOUTH HEALTH CENTRE,2761,32845,27962,27351,24758
A89041,HAPPY HOUSE SURGERY,5226,30946,27381,25722,23452
A89042,CHURCH VIEW MEDICAL CENTRE,6013,34349,29171,27463,25417
A89603,DR. R. OBONNA,1994,29312,26071,25388,22415
A89604,DR WEATHERHEAD & ASSOCIATES,3873,28590,25633,25119,21978
A89610,PEACE  HAVEN,3040,34867,29991,27635,25156
A89611,EDEN TERRACE SURGERY,2719,32852,26771,26357,22832
A89612,NATHAN JR,2405,28876,25216,24983,20294
A89614,SOUTH HYLTON SURGERY,3963,30776,26647,25172,22029
A89616,RICKLETON MEDICAL CENTRE,2049,39710,32932,30066,28241
A89617,HARRATON SURGERY,2167,40139,33057,30312,28471
A89620,DR THOMAS,2665,34675,30114,27032,24684
A89621,PENNYWELL MEDICAL CENTRE,2849,29190,25185,24447,20795
A89623,CHESTER SURGERY,2536,33056,27364,25989,23450
A89624,DR. N.J. BHATT & DR. H.M. BENN,2241,34081,29654,26716,24268
B81002,DR A  KUMAR-CHOUDHARY'S PRACTICE,3479,33647,30692,25491,22013
B81003,BEACON MEDICAL,13187,34664,29768,27999,25570
B81004,"EASTGATE MEDICAL GROUP, HORNSEA",12307,36195,31628,29295,26242
B81005,THE CENTRAL SURGERY BARTON,16659,39774,35471,29770,27451
B81006,"MANOR HOUSE SURGERY, BRIDLINGTON",8720,30609,26171,26768,22691
B81007,WINTERTON MEDICAL PRACTICE,9718,37805,31752,29464,27406
B81008,MORRILL STREET GROUP PRACTICE,13783,32697,29663,26132,22885
B81009,MARKET WEIGHTON GROUP PRACTICE,9104,43824,35374,32020,29631
B81010,HESSLE GRANGE MEDICAL PRACTICE,13267,41807,35591,31710,29868
B81011,KINGSTON HEALTH (HULL),8726,32755,29366,25832,22611
B81012,DR AP KUMAR,4442,32022,26970,25306,22023
B81013,MONTAGUE MEDICAL PRACTICE,9256,35915,30419,27135,24580
B81014,PRACTICE TWO,7186,30238,26128,26270,22208
B81015,CLEE MEDICAL CENTRE,14673,33367,28317,26279,23505
B81016,PELHAM MEDICAL GROUP,9330,33670,28400,25846,22899
B81017,KINGSTON MEDICAL GROUP,7139,30382,25397,24224,20792
B81018,DR RK AWAN AND PARTNERS,6063,28358,24742,22872,17995
B81019,DR JETHWA,2797,32537,27280,25281,21990
B81020,THE SUTTON MANOR SURGERY,7443,35121,31085,27168,24300
B81021,FAITH HOUSE SURGERY,7644,36359,30632,27143,24724
B81022,CAMBRIDGE AVENUE MEDICAL CENTRE,14897,37690,32786,29816,28183
B81023,THE CHANTRY HEALTH GROUP,6141,33587,28381,25893,22954
B81024,THE WILLERBY SURGERY,8745,46560,37845,34900,33080
B81025,SOUTH HOLDERNESS MEDICAL PRACTICE,12335,32126,30025,27050,22850
B81026,ANCORA MEDICAL PRACTICE,17312,34796,30173,27102,24732
B81027,ST ANDREWS GROUP PRACTICE,6231,31242,28341,24732,21243
B81029,THE SNAITH AND RAWCLIFFE MEDICAL GROUP,10157,41906,36895,30697,28419
B81030,SCARTHO MEDICAL CENTRE,12479,38731,33334,30287,28060
B81031,FIELDHOUSE MEDICAL GROUP,14205,34666,29342,26708,24043
B81032,WILBERFORCE SURGERY,2913,30985,27392,24988,21177
B81034,LEVEN & BEEFORD MEDICAL PRACTICE,10990,41750,33354,30463,28017
B81035,THE AVENUES MEDICAL CENTRE,5954,38396,30515,28471,26625
B81036,POCKLINGTON GROUP PRACTICE,15221,43603,35477,32313,30090
B81037,THE PARK SURGERY,15153,39135,31907,29229,27077
B81038,DR IA GALEA AND PARTNERS,7261,32781,29611,25997,22628
B81039,THE ROXTON PRACTICE,17373,35577,31213,28259,25348
B81040,DR JAD WEIR & PARTNERS,14834,29381,27909,24172,20021
B81041,DR SR MARSHALL AND PARTNERS,6155,41505,36517,31530,29069
B81042,DR SA HILL AND PARTNERS,12159,45191,36596,32865,31288
B81043,SOUTH AXHOLME PRACTICE,14663,43395,37847,31463,29602
B81044,HOLME-BUBWITH MEDICAL GROUP,5767,46015,36909,32862,31125
B81045,ASHBY TURN PRIMARY CARE PARTNERS,12535,35129,31066,27926,25795
B81046,THE BRIDGE GROUP PRACTICE,8996,29706,26423,23769,19576
B81047,WOLSELEY MEDICAL CENTRE,7048,32080,27069,25322,21988
B81048,THE NEWLAND GROUP,8848,35641,28537,26679,24719
B81049,NEW HALL SURGERY,9258,35632,29955,28007,25200
B81050,HEDON GROUP PRACTICE,11869,38559,34089,29849,26984
B81051,OLD FIRE STATION SURGERY,10424,45103,36659,33089,31333
B81052,MUSIL J,5723,36058,27961,26666,24553
B81053,DIADEM MEDICAL PRACTICE,11809,30389,27989,25496,21452
B81054,CLIFTON HOUSE MEDICAL CENTRE,9364,32390,26924,25155,22190
B81055,DR S DIJOUX,3542,35078,30845,28914,26178
B81056,THE SPRINGHEAD MEDICAL CENTRE,15327,38132,32952,29892,27886
B81057,ST ANDREWS NEWINGTON,2639,34105,29338,26012,23208
B81058,SYDENHAM GROUP PRACTICE,7783,32832,29204,25700,22571
B81060,"FIELD HOUSE SURGERY, BRIDLINGTON",8204,30170,26011,26249,22220
B81061,BROUGH AND SOUTH CAVE MEDICAL PRACTICE,20714,48796,40434,34742,33498
B81062,"CHURCH VIEW SURGERY, HEDON",11701,38577,34034,29872,27020
B81063,BRIDGE STREET SURGERY,6593,39785,35537,31025,28646
B81064,CHURCH LANE MEDICAL CENTRE,8713,35624,30664,27575,25658
B81065,TRENT VIEW MEDICAL PRACTICE,11841,38130,32970,28699,26288
B81066,DR GM CHOWDHURY'S PRACTICE,2288,31286,28899,25261,21771
B81068,BARTHOLOMEW MEDICAL GROUP,16031,35931,30565,27181,24620
B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",9896,29988,25939,26196,22091
B81070,PRACTICE ONE,5818,30106,25975,26182,22115
B81072,DR RJ WESTROP & PARTNERS,6549,35280,28699,26769,24603
B81074,DR AK REJ,3032,33011,29103,25902,23030
B81075,MALLIK MK,1812,36263,31281,28129,25648
B81077,WOODFORD MEDICAL PRACTICE,9981,34777,29374,26666,24019
B81080,DR GS MALCZEWSKI'S PRACTICE,2068,31321,28215,25659,21985
B81081,NEW GREEN SURGERY,3849,33188,29465,26144,23103
B81082,NORTH BEVERLEY MEDICAL CENTRE,5944,47239,38051,33382,32597
B81084,COTTINGHAM MEDICAL CENTRE,7731,41217,36354,34028,31514
B81085,BURNBRAE MEDICAL PRACTICE,5056,34242,29593,26527,24034
B81087,BIRKWOOD MEDICAL CENTRE,7089,34153,29184,26253,23222
B81088,HOWDEN MEDICAL PRACTICE,7182,41894,36639,31215,28975
B81089,DR L WITVLIET'S PRACTICE,3620,29176,27887,24108,19874
B81090,THE OSWALD ROAD MEDICAL SURGERY,4505,34822,29833,26656,24495
B81091,LITTLEFIELD SURGERY,5624,34827,29386,26805,24191
B81092,"THE MEDICAL CENTRE, DRIFFIELD",10356,39558,32019,29725,27680
B81094,DR AK DATTA'S PRACTICE,1309,35958,30694,27887,25005
B81095,COOK BF,3867,35992,30586,27204,24598
B81097,HOLDERNESS HEALTH OPEN DOOR SURGERY,1520,35428,30465,27129,24857
B81099,KIRTON LINDSEY SURGERY,5507,42314,35971,30727,29314
B81100,DR AC MILNER,2899,42229,35256,32275,30354
B81101,DR HS SURI'S PRACTICE,5766,43428,35475,32159,30023
B81104,NAYAR JK,5710,37887,30160,27530,26434
B81108,DR GG DE AND DR A SINHA,4221,37055,31816,27812,25515
B81109,RIVERSIDE SURGERY,12251,39569,35836,30917,28505
B81112,ST ANDREWS - BRANSHOLME,3145,32069,29542,25123,21617
B81113,CEDAR MEDICAL PRACTICE,6277,34853,30338,27211,24922
B81118,WEST COMMON LANE TEACHING PRACTICE,5242,35490,30278,27590,25259
B81119,DR G PALOORAN AND PARTNERS,4358,32421,29849,25183,21656
B81120,DRS KELLY AND BAWN,1687,41390,34147,31351,29056
B81121,BEVERLEY & MOLESCROFT SURGERY,2627,49300,38430,33700,33439
B81602,HANCOCKS ME,2567,40244,35698,33031,30226
B81603,ASHWOOD SURGERY,4525,32444,26502,24652,21419
B81606,STIRLING MEDICAL CENTRE (MATHEWS),4124,31572,26619,24616,21196
B81616,DR GT HENDOW'S PRACTICE,2505,33166,29997,25742,22405
B81617,THE BIRCHES MEDICAL PRACTICE,8786,33876,29594,26313,23783
B81619,PARK VIEW SURGERY,4165,40573,34983,31111,29192
B81620,BISWAS B,2435,32746,27792,25957,23119
B81622,WALKERGATE SURGERY,4063,44747,36778,33144,31299
B81628,BARNETBY MEDICAL CENTRE,2963,39616,35455,30445,28665
B81631,DRS RAUT AND THOUFEEQ,3512,36903,32998,25827,22262
B81634,DR J VENUGOPAL & PARTNERS,2817,33246,30286,25421,21924
B81635,DR G DAVE'S PRACTICE,3107,34939,30268,27895,24835
B81642,DR OZ QURESHI,2715,35220,30547,28943,26248
B81644,CHESTNUT FARM SURGERY,2232,33809,30931,27954,24641
B81645,EAST PARK PRACTICE,3679,32049,29012,25530,22338
B81647,WEST TOWN SURGERY,2885,39617,35188,29611,27196
B81648,THE KILLINGHOLME SURGERY,1219,38619,35385,29806,28035
B81653,THE CHESTNUTS,4470,40218,35141,32613,30010
B81655,BEDI NPS,2277,33849,28970,26865,23922
B81656,RAJ MEDICAL CENTRE,5604,31852,27881,24648,20937
B81658,THE HESSLE HEALTH SURGERY,1918,36700,32405,28919,26283
B81663,WYBERS WOOD SURGERY,2399,35065,29407,26726,24384
B81664,HUMBERVIEW SURGERY,1920,30733,25849,23980,20425
B81665,HEALING PARTNERSHIP,2065,40386,35196,29379,27710
B81666,DR MITCHELL,2237,51486,40726,36799,35499
B81671,KESHRI SN,155,31679,27134,24895,21294
B81674,DR JC JOSEPH'S PRACTICE,2383,31075,27830,25821,21832
B81675,TAK AH,8263,33004,29048,25479,22425
B81677,DRS CHALMERS & MEIER,4446,33036,27599,25460,22319
B81682,LONGHILL HEALTH CARE CENTRE,5285,31853,28947,26385,22746
B81683,DR AS RAGHUNATH AND PTNRS,1786,32032,28460,24610,21287
B81685,DR NA POULOSE'S PRACTICE,2309,32194,29513,25258,21778
B81686,BALASANTHIRAN S,2604,35437,31432,28107,25935
B81688,DR KV GOPAL'S PRACTICE,1912,32491,29863,25083,21545
B81689,DR AH HUSSAIN,2082,34781,28457,26310,23638
B81690,ST ANDREWS NORTHPOINT,1283,35237,30648,27249,24257
B81692,THE QUAYS,2555,30437,26712,24863,20919
B81693,DR AMIN,2502,32328,26614,24658,21407
B81697,DR P SURESH BABU,2772,33492,27718,25511,22587
B82001,FALSGRAVE SURGERY,10469,33523,27330,26758,23407
B82002,MILLFIELD SURGERY,7178,43264,34578,32958,30362
B82003,PETERGATE SURGERY,6413,44618,35140,32707,29996
B82004,NIDDERDALE GROUP PRACTICE,10387,45737,32204,33395,32211
B82005,PRIORY MEDICAL GROUP,54522,41994,33248,30918,28697
B82006,CLIFTON MEDICAL PRACTICE,5091,42251,32789,30563,28097
B82007,TOWNHEAD SURGERY,9363,39554,32829,30828,27812
B82008,NORTH HOUSE SURGERY,9095,42094,35932,30053,28283
B82010,RIPON SPA SURGERY,6960,41837,35745,30043,28190
B82011,SHERBURN SURGERY,5023,39479,31057,27943,24813
B82012,THE LEEDS ROAD PRACTICE,13187,50204,36425,35411,33985
B82013,THE MOSS PRACTICE,20026,45185,33485,32425,30855
B82014,KINGSWOOD SURGERY,6883,45452,33670,32217,30893
B82016,EAST PARADE SURGERY,7082,45093,33777,32629,30908
B82017,WHITBY GROUP PRACTICE,14396,33247,28248,27682,23784
B82018,ESCRICK SURGERY,6019,45146,43335,32006,28954
B82019,TOPCLIFFE SURGERY,2884,42801,34263,29885,28375
B82020,CROSSHILLS GROUP PRACTICE,12157,41592,33901,31497,29109
B82021,DALTON TERRACE SURGERY,7509,45540,35976,33322,30644
B82022,GREAT AYTON SURGERY,5552,45207,36620,35842,32968
B82023,CATTERICK VILLAGE SURGERY,6426,40301,37754,27421,26201
B82024,EASTFIELD MEDICAL CENTRE,7584,33826,27914,26478,22549
B82025,DERWENT PRACTICE,19840,39106,30904,28690,25673
B82026,HAXBY GROUP PRACTICE,19912,43154,34678,33241,30683
B82027,THE SPA SURGERY,10127,46233,34267,33318,31690
B82028,FISHER MEDICAL CENTRE,14133,42876,33498,32395,29996
B82029,ALDBROUGH ST JOHN SURGERY,3144,45137,37504,33195,29958
B82030,DR AKESTER & PARTNERS,5508,44542,38059,31200,29739
B82031,SHERBURN GROUP PRACTICE,8864,46842,38819,32314,29673
B82032,CHURCH LANE SURGERY,10234,44512,36371,32410,30797
B82033,PICKERING MEDICAL PRACTICE,10453,38419,32071,30587,27457
B82034,QUAKER'S LANE SURGERY,6224,41498,34668,31710,29380
B82035,SCORTON MEDICAL CENTRE,3508,41922,36305,30985,29222
B82036,DR FLETCHER & PTRS,7241,41362,35491,29939,27997
B82037,FILEY SURGERY,8849,33029,27541,27998,23719
B82038,PROSPECT ROAD SURGERY,7569,33489,26963,26256,23127
B82041,BEECH TREE SURGERY,15819,43203,36578,31016,28737
B82042,LAMBERT MEDICAL CENTRE,8221,41872,33292,30328,28586
B82044,STOKESLEY SURGERY,9422,46728,37463,36806,33982
B82045,CENTRAL DALES PRACTICE,4263,41456,30352,31769,28561
B82046,STAITHES SURGERY,2756,35835,29603,28355,24652
B82047,UNITY HEALTH,22788,40611,43389,30022,28348
B82049,THIRSK DOCTORS SURGERY,7115,41908,33307,30338,28590
B82050,MOWBRAY HOUSE SURGERY,19699,42297,33677,31765,29661
B82053,DYNELEY HOUSE SURGERY,11746,41808,32896,31342,28807
B82054,SCARBOROUGH MEDICAL GROUP,12605,34860,28085,28344,24691
B82055,GALE FARM SURGERY,13146,43775,35335,31989,29676
B82057,SPRINGBANK SURGERY,5718,47796,36633,34122,33892
B82059,DR DF BANNATYNE & PARTNERS,11119,44127,32682,31338,30121
B82060,EASTGATE MEDICAL GROUP,11728,44770,33083,32060,31052
B82061,BENTHAM MEDICAL PRACTICE,7286,41061,33683,30822,28440
B82062,EGTON SURGERY,2283,37084,30305,29144,25392
B82063,WEST AYTON SURGERY,8048,39116,30964,29559,26246
B82064,TOLLERTON SURGERY,3313,47314,38841,32215,30990
B82066,GLEBE HOUSE SURGERY,9395,40407,34632,31674,29287
B82067,STOCKWELL ROAD SURGERY,6628,45741,33769,32631,31681
B82068,HELMSLEY SURGERY,3159,38601,36711,29941,25380
B82069,BEECH HOUSE SURGERY,7777,45881,33792,32805,31955
B82071,THE OLD SCHOOL MEDICAL PRACTICE,7339,49160,38431,35652,32738
B82072,THE FRIARY SURGERY,5817,41400,35081,31206,28991
B82073,SOUTH MILFORD SURGERY,9713,44855,38065,32269,29341
B82074,POSTERNGATE SURGERY,15965,41998,35282,30246,27675
B82075,MAYFORD HOUSE SURGERY,9816,40968,33114,30626,28536
B82076,ST.LUKE'S MEDICAL PRACTICE,5124,44130,33263,31826,30146
B82077,KIRKBYMOORSIDE SURGERY,5947,39380,34693,30285,26737
B82078,LEYBURN MEDICAL PRACTICE,5849,41314,31848,30756,27660
B82079,STILLINGTON SURGERY,3257,42869,33817,33406,30498
B82080,MY HEALTH GROUP,18174,46874,38236,33341,31542
B82081,ELVINGTON MEDICAL PRACTICE,7209,47530,41179,34237,30712
B82083,YORK MEDICAL GROUP,32308,41783,32339,30987,28108
B82086,THE DANBY PRACTICE,2333,37213,30375,29055,25406
B82088,BROOK SQUARE SURGERY,11485,33349,26938,26411,23211
B82091,PARK PARADE SURGERY,6455,46092,34223,33178,31559
B82092,BELGRAVE SURGERY,4947,32715,26982,26531,23040
B82095,BEECH GROVE MEDICAL PRACTICE,3951,41305,33818,30314,27848
B82097,SCOTT ROAD MEDICAL CENTRE,11013,40476,34138,29591,26837
B82098,JORVIK GILLYGATE PRACTICE,20531,43550,33408,32670,29596
B82099,GRASSINGTON MEDICAL CENTRE,4066,44098,32876,34466,32878
B82100,FRONT STREET SURGERY,4263,42826,34755,31452,28847
B82101,SLEIGHTS AND SANDSEND MEDICAL PRACTICE,5148,36259,29888,29035,25068
B82103,EAST PARADE,2097,42856,31869,31950,30075
B82104,HAREWOOD MEDICAL PRACTICE,6627,40767,40262,25251,24166
B82105,TADCASTER MEDICAL CENTRE,8423,44484,35826,32436,30194
B82106,HACKNESS ROAD SURGERY,3314,37038,29086,29342,26055
B82609,AMPLEFORTH SURGERY,3958,39724,36350,30296,26141
B82611,PEASHOLM SURGERY,8152,32332,26249,25730,22627
B82619,TERRINGTON SURGERY,1032,45050,35333,32235,29851
B82622,REETH MEDICAL CENTRE,1582,41618,30392,32051,28801
B82628,HUNMANBY SURGERY,4034,33685,28269,28020,23918
B83002,ILKLEY & WHARFEDALE MEDICAL PRACTICE,4394,48982,37473,36892,34487
B83005,THORNBURY MEDICAL PRACTICE,7460,32982,24758,20356,17519
B83006,SILSDEN & STEETON MEDICAL PRACTICE,11047,40820,32706,30512,28362
B83007,THE HEATON MEDICAL PRACTICE,5804,36621,24285,22347,18907
B83008,LING HOUSE MEDICAL CENTRE,11536,35915,26801,24051,21352
B83009,SUNNYBANK MEDICAL CENTRE,10982,37171,29922,26840,23523
B83010,PARKLANDS MEDICAL PRACTICE,10619,32844,26039,22287,18985
B83011,WOODROYD CENTRE,5529,31433,24814,20810,17786
B83012,CARLTON MEDICAL PRACTICE,5835,35314,24528,21898,18673
B83013,WESTCLIFFE MEDICAL CENTRE,11303,39173,29607,27747,24844
B83014,BINGLEY MEDICAL PRACTICE,12696,44529,35306,32536,29875
B83015,TONG MEDICAL PRACTICE,8389,32456,26795,22593,18657
B83016,FARROW MEDICAL CENTRE,5739,33197,24237,21390,18265
B83017,HORTON BANK PRACTICE,7955,36739,26878,23559,20303
B83018,IDLE MEDICAL CENTRE,11476,38979,31281,27841,25367
B83019,GRANGE PARK SURGERY,6591,49758,41654,36314,34172
B83020,THE WILLOWS MEDICAL CTR.,7397,42309,33812,27999,25078
B83021,FARFIELD GROUP PRACTICE,12704,35890,27311,24749,22036
B83022,DR N DRIVER & PARTNERS,9056,43539,34060,32366,29862
B83023,HOLYCROFT SURGERY,10265,35731,27208,24694,21924
B83025,LITTLE HORTON LANE MEDICAL CENTRE-MALL,4141,31215,23900,19658,16723
B83026,PRIMROSE SURGERY,5003,31036,22059,18737,15876
B83027,HAWORTH MEDICAL PRACTICE,9270,42082,33844,29528,27706
B83028,WIBSEY & QUEENSBURY MED P,10933,37340,29321,25378,22037
B83029,LOW MOOR SURGERY,9059,36024,29968,26372,23011
B83030,THORNTON & DENHOLME MEDICAL PRACTICE,8355,39923,29597,28443,25014
B83031,OAK GLEN SURGERY,3297,44605,35397,32562,29866
B83032,BRADFORD MOOR PRACTICE,3800,32135,23983,19682,16964
B83033,KILMENY SURGERY,13238,34737,27125,24621,21855
B83034,GRANGE MEDICAL CENTRE,6269,32241,23655,19472,16536
B83035,HORTON PARK MEDICAL PRACTICE,8717,30532,23516,18925,15824
B83037,THE WILSDEN MEDICAL PRACTICE,10023,41471,31899,29788,27781
B83038,LEYLANDS LANE MEDICAL PRACTICE,11607,36747,26379,23590,20753
B83039,WINDHILL GREEN MEDICAL CENTRE,12496,39052,31242,28955,25984
B83040,SALTAIRE MEDICAL PRACTICE,10655,43076,32618,30627,27995
B83041,BOWLING HALL MED PRACTICE,7420,32833,26634,22241,18441
B83042,ROOLEY LANE MED. CENTRE,7066,33301,27030,22579,18865
B83043,WOODROYD CENTRE - LONGFIELD,4869,30989,24345,20259,17285
B83044,DR MILLS & PRTNRS,7245,33007,27180,22979,19127
B83045,MAYFIELD MEDICAL CENTRE,6691,36997,28961,25746,22111
B83049,COWGILL SURGERY,4092,37102,29018,25780,22184
B83050,THE GRANGE PRACTICE,7599,36552,26234,24541,20787
B83051,BRADFORD STUDENT HEALTH SERVICE,9472,29762,22301,17438,14822
B83052,KENSINGTON ST HC - WILSON,8781,34067,23652,20526,17371
B83054,DR WSG PASSANT'S PRACTICE,4972,37628,30378,26528,23652
B83055,THE RIDGE MEDICAL PRACT.,25494,33800,25684,22165,18769
B83056,MOORSIDE SURGERY,7204,36515,27158,24660,21886
B83058,THE AVICENNA MEDICAL PRACTICE,7053,31073,22878,18417,15878
B83061,OAKWORTH MEDICAL PRACTICE,3467,40857,31427,28104,26233
B83062,ASHCROFT SURGERY,8599,35169,27027,23644,20576
B83063,DR NSE HAYWARD & PARTNERS,7988,38572,29228,27354,24369
B83064,THE ROCKWELL AND WROSE PRACTICE,9540,37159,28821,25924,23135
B83067,THE SPRINGFIELD SURGERY (BINGLEY),7165,44145,34728,32132,29553
B83069,DR BASU,1645,33736,23417,20545,17486
B83070,MUGHAL MEDICAL CENTRE,4012,32508,23944,19484,16637
B83071,PHOENIX MEDICAL PRACTICE,4112,36513,26069,24182,20565
B83602,ONE MEDICARE @ NORTH STREET,6757,34724,25299,22334,19656
B83604,THE LISTER SURGERY,2658,33073,23801,20321,17196
B83611,BARKEREND HC - EL ELIWI,2230,32360,23626,19737,17054
B83613,LCD BRADFORD AT MANNINGHAM MEDICAL CNTRE,3621,31818,22450,19944,16541
B83614,PICTON MEDICAL CENTRE,5322,33189,23653,20313,17200
B83617,DR U AKBAR,1877,33452,23658,20010,17083
B83620,ADDINGHAM SURGERY,2919,47035,39153,36963,34106
B83621,DR A AZAM & PARTNERS,3417,30937,23368,18640,15813
B83622,DR MA IQBAL & PARTNERS,5251,33859,23351,19949,16943
B83624,ILKLEY MOOR MEDICAL PRACTICE,13636,49010,37508,36943,34540
B83626,VALLEY VIEW SURGERY,6410,32243,23464,20195,17101
B83627,FRIZINGHALL MEDICAL CENTRE,3529,36357,25374,23818,21083
