PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
A88005,WENLOCK ROAD SURGERY,4622,29205,26182,24400,20716
A88006,TALBOT MEDICAL CENTRE,8426,29255,26539,24569,20628
A88007,WAWN STREET SURGERY,9026,30763,26568,25228,21837
A88008,TRINITY MEDICAL CENTRE,6142,30085,26463,24875,21289
A88009,DR THORNILEY-WALKER & PARTNERS,6450,38577,30084,28546,26553
A88010,ALBERT ROAD SURGERY,3036,29451,26914,24483,21086
A88011,WESTOE SURGERY,2832,30509,26557,25051,21604
A88012,ELLISON VIEW SURGERY,5801,30251,26974,24603,21830
A88013,CENTRAL SURGERY,13698,31404,27107,25393,22100
A88014,STANHOPE PARADE HC (DR KULKARNI),2720,29369,26055,24612,20847
A88015,ST.GEORGE'S MEDICAL CTR,3680,29280,26083,24535,20744
A88016,DR SIMPSON & PARTNERS,7774,39066,30327,28786,26934
A88020,FLAGG COURT (DR S CHANDER),1777,32034,26783,25467,22385
A88022,THE GLEN MEDICAL GROUP,7718,30765,27091,24864,22150
A88023,WHITBURN SURGERY,5137,35958,29360,27748,24846
A88025,THE G.P.SUITE,5080,29238,26805,24355,20916
A88601,IMEARY STREET PRACTICE,2607,31677,26871,25601,22453
A88603,THE PARK SURGERY,3055,30702,27116,24834,22120
A88608,RAVENSWORTH SURGERY,5828,30032,26760,24794,21402
A88611,CHICHESTER PRACTICE,2645,30513,26570,25147,21596
A88613,EAST WING PRACTICE,3965,29244,26787,24398,20945
A88614,FLAGG COURT (DR N WIN),1902,30167,25833,24680,21355
A89001,DEERNESS PARK MEDICAL GROUP,14011,29749,25970,24067,20580
A89002,DR S M BHATE & DR H EL-SHAKANKERY,3223,29679,25626,23930,20462
A89003,DR AKK HEGDE,5763,34278,28781,26355,23841
A89004,HETTON GROUP PRACTICE,11642,31682,25986,24728,22834
A89005,DR BRIGHAM & PARTNERS,5835,32340,26658,25178,22355
A89006,DR SHETTY & PARTNERS,7312,29808,25410,24655,21120
A89007,PALLION FAMILY PRACTICE,10164,30837,25854,24923,21898
A89008,RED HOUSE MEDICAL CENTRE,5001,28382,25316,23802,20282
A89009,HERRINGTON MEDICAL CENTRE,7135,36257,28575,27141,24833
A89010,DR STEPHENSON & PARTNERS,12092,33396,27770,25835,23055
A89011,JOSHI NA,3953,33949,28800,25967,23463
A89012,DR DIXIT'S PRACTICE,4904,34583,29040,26592,24173
A89013,THE NEW CITY MEDICAL GROUP,5338,30861,25920,24495,21446
A89014,ROKER FAMILY PRACTICE,2183,30764,26208,25711,23048
A89015,"FULWELL MEDICAL CENTRE,",9756,35691,27704,27922,27224
A89016,ST BEDE MEDICAL CENTRE,7767,31456,26407,26002,23652
A89017,MILLFIELD MEDICAL GROUP,12743,30075,25627,24614,21223
A89018,ASHBURN MEDICAL CENTRE,4542,30874,26012,24394,21240
A89019,"DRS CLOAK, CHOI AND MILLIGAN",9998,28567,25432,23886,20638
A89020,THE OLD FORGE SURGERY,7992,30064,25685,24675,21310
A89021,KEPIER MEDICAL PRACTICE,8724,34183,27074,25800,23846
A89022,CONCORD MEDICAL PRACTICE,5232,33322,27778,25798,22991
A89023,"HOUGHTON MEDICAL GROUP,",7827,34080,26873,25712,23836
A89024,THE BROADWAY MEDICAL PRACTICE,5579,30481,25876,24000,21614
A89025,ENCOMPASS HEALTH CARE,5986,34745,28968,26531,24064
A89026,VICTORIA MEDICAL PRACTICE,3045,33103,27585,25671,22831
A89027,SPRINGWELL MEDICAL GROUP,6418,30142,25651,23740,21390
A89028,GRANGEWOOD SURGERY,7015,36136,29211,27097,24579
A89029,SPRINGWELL HOUSE,1909,30749,26299,24246,21919
A89030,WESTBOURNE MEDICAL GROUP,6552,35872,28741,26887,24538
A89031,HYLTON MEDICAL GROUP,5883,31284,26486,24953,21808
A89032,COLLIERY MEDICAL GROUP,5195,34208,28860,26146,23704
A89034,PARK LANE PRACTICE,4043,31508,26298,25187,21748
A89035,SOUTHLANDS MEDICAL GROUP,5275,34473,29080,25421,23181
A89036,CASTLETOWN MEDICAL CENTRE,2090,30398,26976,24228,20754
A89038,BARMSTON MEDICAL CENTRE,4711,34829,28911,26432,23777
A89040,MONKWEARMOUTH HEALTH CENTRE,2761,31121,26313,25795,23372
A89041,HAPPY HOUSE SURGERY,5226,30127,25935,23779,21390
A89042,CHURCH VIEW MEDICAL CENTRE,6013,34340,28811,26179,23795
A89603,DR. R. OBONNA,1994,28256,25336,23678,20386
A89604,DR WEATHERHEAD & ASSOCIATES,3873,27518,25090,23335,19847
A89610,PEACE  HAVEN,3040,34381,28776,25642,23338
A89611,EDEN TERRACE SURGERY,2719,31690,26025,25454,22027
A89612,NATHAN JR,2405,29042,25196,23566,19711
A89614,SOUTH HYLTON SURGERY,3963,31384,25712,24990,22006
A89616,RICKLETON MEDICAL CENTRE,2049,38063,30551,27916,25422
A89617,HARRATON SURGERY,2167,38592,30691,28084,25589
A89620,DR THOMAS,2665,33174,27609,25746,22949
A89621,PENNYWELL MEDICAL CENTRE,2849,29699,24930,23937,20905
A89623,CHESTER SURGERY,2536,31494,25896,25307,22274
A89624,DR. N.J. BHATT & DR. H.M. BENN,2241,32624,27141,25361,22336
B81002,DR A  KUMAR-CHOUDHARY'S PRACTICE,3479,31820,25066,24233,20882
B81003,BEACON MEDICAL,13187,33778,26830,26606,23990
B81004,"EASTGATE MEDICAL GROUP, HORNSEA",12307,32895,26729,25853,23529
B81005,THE CENTRAL SURGERY BARTON,16659,38156,29348,27615,25401
B81006,"MANOR HOUSE SURGERY, BRIDLINGTON",8720,28854,22759,23436,20708
B81007,WINTERTON MEDICAL PRACTICE,9718,37357,29080,27532,25390
B81008,MORRILL STREET GROUP PRACTICE,13783,31188,24381,25439,21060
B81009,MARKET WEIGHTON GROUP PRACTICE,9104,43140,31995,29877,28226
B81010,HESSLE GRANGE MEDICAL PRACTICE,13267,41040,31496,30025,27690
B81011,KINGSTON HEALTH (HULL),8726,30392,24145,24500,21199
B81012,DR AP KUMAR,4442,30559,24510,24667,20993
B81013,MONTAGUE MEDICAL PRACTICE,9256,34663,27536,26234,23100
B81014,PRACTICE TWO,7186,28642,22707,23246,20410
B81015,CLEE MEDICAL CENTRE,14673,32280,25609,25505,22446
B81016,PELHAM MEDICAL GROUP,9330,31976,25584,25354,21782
B81017,KINGSTON MEDICAL GROUP,7139,27432,21445,22566,17889
B81018,DR RK AWAN AND PARTNERS,6063,26635,21022,21264,17850
B81019,DR JETHWA,2797,30819,24815,24870,21094
B81020,THE SUTTON MANOR SURGERY,7443,33276,26366,25473,22616
B81021,FAITH HOUSE SURGERY,7644,33647,26459,25891,22618
B81022,CAMBRIDGE AVENUE MEDICAL CENTRE,14897,36578,28705,27408,24671
B81023,THE CHANTRY HEALTH GROUP,6141,31905,25553,25337,21795
B81024,THE WILLERBY SURGERY,8745,46997,36072,33128,31360
B81025,SOUTH HOLDERNESS MEDICAL PRACTICE,12335,32501,24626,23975,21376
B81026,ANCORA MEDICAL PRACTICE,17312,33427,26774,25644,22223
B81027,ST ANDREWS GROUP PRACTICE,6231,27529,22163,22919,18957
B81029,THE SNAITH AND RAWCLIFFE MEDICAL GROUP,10157,43066,33563,29861,28357
B81030,SCARTHO MEDICAL CENTRE,12479,38018,29729,28364,26283
B81031,FIELDHOUSE MEDICAL GROUP,14205,33007,26487,25943,22729
B81032,WILBERFORCE SURGERY,2913,27262,21529,22857,18252
B81034,LEVEN & BEEFORD MEDICAL PRACTICE,10990,38671,29275,28432,26696
B81035,THE AVENUES MEDICAL CENTRE,5954,34081,26886,26887,23186
B81036,POCKLINGTON GROUP PRACTICE,15221,43868,33378,30439,28970
B81037,THE PARK SURGERY,15153,37007,28582,27858,25836
B81038,DR IA GALEA AND PARTNERS,7261,29700,24046,24341,21044
B81039,THE ROXTON PRACTICE,17373,35023,27924,26951,24764
B81040,DR JAD WEIR & PARTNERS,14834,29337,22863,23635,19736
B81041,DR SR MARSHALL AND PARTNERS,6155,40442,30860,29410,26524
B81042,DR SA HILL AND PARTNERS,12159,42444,31902,30012,28480
B81043,SOUTH AXHOLME PRACTICE,14663,42936,31806,29763,27619
B81044,HOLME-BUBWITH MEDICAL GROUP,5767,45640,35608,31844,28885
B81045,ASHBY TURN PRIMARY CARE PARTNERS,12535,33778,27186,26096,23088
B81046,THE BRIDGE GROUP PRACTICE,8996,26876,21478,22037,18252
B81047,WOLSELEY MEDICAL CENTRE,7048,28607,22440,23337,19116
B81048,THE NEWLAND GROUP,8848,32561,25758,25847,21263
B81049,NEW HALL SURGERY,9258,33580,26461,25707,22694
B81050,HEDON GROUP PRACTICE,11869,37885,29239,27989,25881
B81051,OLD FIRE STATION SURGERY,10424,42836,31929,30122,28530
B81052,MUSIL J,5723,31790,24926,25412,20768
B81053,DIADEM MEDICAL PRACTICE,11809,30397,24080,24319,20805
B81054,CLIFTON HOUSE MEDICAL CENTRE,9364,29561,23293,23867,19538
B81055,DR S DIJOUX,3542,34974,27375,27348,25101
B81056,THE SPRINGHEAD MEDICAL CENTRE,15327,35864,28313,27898,25521
B81057,ST ANDREWS NEWINGTON,2639,30124,23978,24405,20849
B81058,SYDENHAM GROUP PRACTICE,7783,29307,23387,23846,20121
B81060,"FIELD HOUSE SURGERY, BRIDLINGTON",8204,28446,22645,23188,20408
B81061,BROUGH AND SOUTH CAVE MEDICAL PRACTICE,20714,50610,38424,32928,30873
B81062,"CHURCH VIEW SURGERY, HEDON",11701,37873,29219,27990,25907
B81063,BRIDGE STREET SURGERY,6593,39943,29939,28221,26405
B81064,CHURCH LANE MEDICAL CENTRE,8713,33901,27216,25948,22738
B81065,TRENT VIEW MEDICAL PRACTICE,11841,36859,28620,27042,24359
B81066,DR GM CHOWDHURY'S PRACTICE,2288,30681,24038,24322,20886
B81068,BARTHOLOMEW MEDICAL GROUP,16031,34640,27530,26237,23145
B81069,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",9896,28433,22549,23130,20272
B81070,PRACTICE ONE,5818,28481,22607,23156,20300
B81072,DR RJ WESTROP & PARTNERS,6549,32203,25465,25641,21393
B81074,DR AK REJ,3032,31509,24715,25234,21621
B81075,MALLIK MK,1812,33378,26367,26304,23406
B81077,WOODFORD MEDICAL PRACTICE,9981,33061,26534,25953,22691
B81080,DR GS MALCZEWSKI'S PRACTICE,2068,31002,24492,24678,21205
B81081,NEW GREEN SURGERY,3849,31655,24859,25411,21610
B81082,NORTH BEVERLEY MEDICAL CENTRE,5944,44382,33274,30853,29606
B81084,COTTINGHAM MEDICAL CENTRE,7731,39671,30909,29966,28336
B81085,BURNBRAE MEDICAL PRACTICE,5056,32605,25754,25851,22648
B81087,BIRKWOOD MEDICAL CENTRE,7089,32243,26047,25382,22007
B81088,HOWDEN MEDICAL PRACTICE,7182,41599,32004,29546,27793
B81089,DR L WITVLIET'S PRACTICE,3620,29181,22584,23318,19600
B81090,THE OSWALD ROAD MEDICAL SURGERY,4505,33138,26595,25406,21897
B81091,LITTLEFIELD SURGERY,5624,33106,26540,26004,22776
B81092,"THE MEDICAL CENTRE, DRIFFIELD",10356,37792,28879,28252,26041
B81094,DR AK DATTA'S PRACTICE,1309,32608,26753,26065,23452
B81095,COOK BF,3867,32942,25977,25626,22644
B81097,HOLDERNESS HEALTH OPEN DOOR SURGERY,1520,33677,26777,26446,23423
B81099,KIRTON LINDSEY SURGERY,5507,39578,29862,28073,25980
B81100,DR AC MILNER,2899,40540,32017,30268,28075
B81101,DR HS SURI'S PRACTICE,5766,41971,31061,29398,27388
B81104,NAYAR JK,5710,35459,27837,27149,22583
B81108,DR GG DE AND DR A SINHA,4221,36156,28386,27064,24386
B81109,RIVERSIDE SURGERY,12251,40073,29919,28182,26326
B81112,ST ANDREWS - BRANSHOLME,3145,30376,24109,23688,20194
B81113,CEDAR MEDICAL PRACTICE,6277,33438,26839,25735,22456
B81118,WEST COMMON LANE TEACHING PRACTICE,5242,33963,27709,26078,23193
B81119,DR G PALOORAN AND PARTNERS,4358,30727,24346,23786,20315
B81120,DRS KELLY AND BAWN,1687,38547,29618,28302,26111
B81121,BEVERLEY & MOLESCROFT SURGERY,2627,44903,34246,31423,30809
B81602,HANCOCKS ME,2567,38703,30174,29405,27487
B81603,ASHWOOD SURGERY,4525,30201,24358,24476,20515
B81606,STIRLING MEDICAL CENTRE (MATHEWS),4124,30083,24108,24287,20362
B81616,DR GT HENDOW'S PRACTICE,2505,31401,24832,24336,20963
B81617,THE BIRCHES MEDICAL PRACTICE,8786,32474,26108,25106,21442
B81619,PARK VIEW SURGERY,4165,39540,30584,29419,26850
B81620,BISWAS B,2435,31655,25128,25115,21969
B81622,WALKERGATE SURGERY,4063,42443,31647,30017,28359
B81628,BARNETBY MEDICAL CENTRE,2963,38456,29194,27920,25435
B81631,DRS RAUT AND THOUFEEQ,3512,34730,26887,25260,22016
B81634,DR J VENUGOPAL & PARTNERS,2817,31438,24765,24174,20726
B81635,DR G DAVE'S PRACTICE,3107,33496,26280,26103,23540
B81642,DR OZ QURESHI,2715,34897,27445,27112,24678
B81644,CHESTNUT FARM SURGERY,2232,33048,26170,25639,22954
B81645,EAST PARK PRACTICE,3679,31169,24468,24839,21328
B81647,WEST TOWN SURGERY,2885,37944,29187,27492,25364
B81648,THE KILLINGHOLME SURGERY,1219,37923,28716,27700,24893
B81653,THE CHESTNUTS,4470,38469,29969,29110,27098
B81655,BEDI NPS,2277,33302,26071,26082,22795
B81656,RAJ MEDICAL CENTRE,5604,29697,24280,23900,20032
B81658,THE HESSLE HEALTH SURGERY,1918,34375,27028,26832,24214
B81663,WYBERS WOOD SURGERY,2399,33409,27111,26109,22787
B81664,HUMBERVIEW SURGERY,1920,29474,23418,23713,19871
B81665,HEALING PARTNERSHIP,2065,40370,31060,28644,26776
B81666,DR MITCHELL,2237,54291,39536,35338,34389
B81671,KESHRI SN,155,29555,24219,24262,20086
B81674,DR JC JOSEPH'S PRACTICE,2383,31021,24646,24700,21175
B81675,TAK AH,8263,29231,23275,23925,20426
B81677,DRS CHALMERS & MEIER,4446,31182,25124,25044,21358
B81682,LONGHILL HEALTH CARE CENTRE,5285,31534,24938,24993,21769
B81683,DR AS RAGHUNATH AND PTNRS,1786,27926,22375,23133,19376
B81685,DR NA POULOSE'S PRACTICE,2309,30475,24196,23788,20320
B81686,BALASANTHIRAN S,2604,34164,27339,26241,23249
B81688,DR KV GOPAL'S PRACTICE,1912,30760,24311,23769,20246
B81689,DR AH HUSSAIN,2082,32693,26170,25732,22418
B81690,ST ANDREWS NORTHPOINT,1283,32468,26264,25542,22746
B81692,THE QUAYS,2555,26634,20864,22552,17634
B81693,DR AMIN,2502,30221,24383,24529,20567
B81697,DR P SURESH BABU,2772,31472,25410,25169,21518
B82001,FALSGRAVE SURGERY,10469,32505,25242,24866,22172
B82002,MILLFIELD SURGERY,7178,43868,34208,31309,30167
B82003,PETERGATE SURGERY,6413,45341,34043,30888,28935
B82004,NIDDERDALE GROUP PRACTICE,10387,44244,36151,31965,29287
B82005,PRIORY MEDICAL GROUP,54522,41323,31212,29479,27354
B82006,CLIFTON MEDICAL PRACTICE,5091,41130,31093,28879,26776
B82007,TOWNHEAD SURGERY,9363,37497,29547,28444,27527
B82008,NORTH HOUSE SURGERY,9095,42694,32775,29423,27316
B82010,RIPON SPA SURGERY,6960,42286,32550,29270,27159
B82011,SHERBURN SURGERY,5023,36713,28374,26665,24658
B82012,THE LEEDS ROAD PRACTICE,13187,52752,40410,34926,33535
B82013,THE MOSS PRACTICE,20026,43890,33876,30659,28451
B82014,KINGSWOOD SURGERY,6883,44105,33685,30403,28789
B82016,EAST PARADE SURGERY,7082,44393,33771,30743,28613
B82017,WHITBY GROUP PRACTICE,14396,32904,26754,25787,23927
B82018,ESCRICK SURGERY,6019,47882,36749,32335,29895
B82019,TOPCLIFFE SURGERY,2884,44085,32993,29809,27931
B82020,CROSSHILLS GROUP PRACTICE,12157,39612,30570,29074,27198
B82021,DALTON TERRACE SURGERY,7509,44403,32968,31159,29122
B82022,GREAT AYTON SURGERY,5552,43348,33331,31256,30565
B82023,CATTERICK VILLAGE SURGERY,6426,46187,35516,29743,26661
B82024,EASTFIELD MEDICAL CENTRE,7584,33853,25401,25137,22725
B82025,DERWENT PRACTICE,19840,37997,28561,27604,25736
B82026,HAXBY GROUP PRACTICE,19912,42582,33330,30665,29866
B82027,THE SPA SURGERY,10127,46417,35311,31716,29718
B82028,FISHER MEDICAL CENTRE,14133,39398,30547,29027,27342
B82029,ALDBROUGH ST JOHN SURGERY,3144,46244,34099,31187,29853
B82030,DR AKESTER & PARTNERS,5508,43922,34470,30878,29004
B82031,SHERBURN GROUP PRACTICE,8864,47569,35323,31333,29549
B82032,CHURCH LANE SURGERY,10234,45473,35252,31725,29718
B82033,PICKERING MEDICAL PRACTICE,10453,36356,28149,27751,26459
B82034,QUAKER'S LANE SURGERY,6224,42435,31928,29517,27621
B82035,SCORTON MEDICAL CENTRE,3508,46384,34319,30396,28012
B82036,DR FLETCHER & PTRS,7241,41989,32279,29060,26932
B82037,FILEY SURGERY,8849,31361,23722,24294,24031
B82038,PROSPECT ROAD SURGERY,7569,31953,25164,24571,21798
B82041,BEECH TREE SURGERY,15819,42625,32639,29890,27910
B82042,LAMBERT MEDICAL CENTRE,8221,41556,31577,29636,27633
B82044,STOKESLEY SURGERY,9422,44044,33885,31555,30994
B82045,CENTRAL DALES PRACTICE,4263,37587,30014,28999,26457
B82046,STAITHES SURGERY,2756,35261,28576,25974,24243
B82047,UNITY HEALTH,22788,43455,33985,31683,27883
B82049,THIRSK DOCTORS SURGERY,7115,41444,31511,29628,27617
B82050,MOWBRAY HOUSE SURGERY,19699,41050,31661,29289,28116
B82053,DYNELEY HOUSE SURGERY,11746,37894,29217,28096,26346
B82054,SCARBOROUGH MEDICAL GROUP,12605,34324,26272,25854,23602
B82055,GALE FARM SURGERY,13146,44662,32974,30579,29505
B82057,SPRINGBANK SURGERY,5718,49021,38931,34121,31523
B82059,DR DF BANNATYNE & PARTNERS,11119,41853,32006,29375,27305
B82060,EASTGATE MEDICAL GROUP,11728,41956,32808,29857,28513
B82061,BENTHAM MEDICAL PRACTICE,7286,41283,30452,29242,26851
B82062,EGTON SURGERY,2283,35980,28836,26384,25105
B82063,WEST AYTON SURGERY,8048,38796,29076,27856,26206
B82064,TOLLERTON SURGERY,3313,48084,39561,32539,30849
B82066,GLEBE HOUSE SURGERY,9395,42800,33087,30062,28513
B82067,STOCKWELL ROAD SURGERY,6628,42961,34294,30745,29524
B82068,HELMSLEY SURGERY,3159,42444,31296,29478,27198
B82069,BEECH HOUSE SURGERY,7777,43313,34443,30931,29730
B82071,THE OLD SCHOOL MEDICAL PRACTICE,7339,47974,36241,32899,31922
B82072,THE FRIARY SURGERY,5817,42810,32341,29537,27529
B82073,SOUTH MILFORD SURGERY,9713,44937,33729,30660,29278
B82074,POSTERNGATE SURGERY,15965,41433,31451,29290,26975
B82075,MAYFORD HOUSE SURGERY,9816,40384,31231,28759,27642
B82076,ST.LUKE'S MEDICAL PRACTICE,5124,42238,32506,29826,27521
B82077,KIRKBYMOORSIDE SURGERY,5947,39389,29853,29014,26194
B82078,LEYBURN MEDICAL PRACTICE,5849,41172,30433,28736,27297
B82079,STILLINGTON SURGERY,3257,43161,32948,31310,30068
B82080,MY HEALTH GROUP,18174,47270,35569,32011,30508
B82081,ELVINGTON MEDICAL PRACTICE,7209,48339,37441,33152,31616
B82083,YORK MEDICAL GROUP,32308,40540,30386,29043,27160
B82086,THE DANBY PRACTICE,2333,36074,29088,26153,24968
B82088,BROOK SQUARE SURGERY,11485,31955,25032,24645,21894
B82091,PARK PARADE SURGERY,6455,46050,35057,31543,29593
B82092,BELGRAVE SURGERY,4947,31585,24711,24588,21694
B82095,BEECH GROVE MEDICAL PRACTICE,3951,40185,30145,28822,27468
B82097,SCOTT ROAD MEDICAL CENTRE,11013,39647,30204,28660,26129
B82098,JORVIK GILLYGATE PRACTICE,20531,42781,31680,30216,27895
B82099,GRASSINGTON MEDICAL CENTRE,4066,41757,33091,30726,28770
B82100,FRONT STREET SURGERY,4263,41693,31397,29681,28403
B82101,SLEIGHTS AND SANDSEND MEDICAL PRACTICE,5148,36245,28241,26909,25004
B82103,EAST PARADE,2097,41413,31521,29706,27886
B82104,HAREWOOD MEDICAL PRACTICE,6627,46087,37256,29798,26504
B82105,TADCASTER MEDICAL CENTRE,8423,44865,35237,31379,30830
B82106,HACKNESS ROAD SURGERY,3314,36890,27841,26706,25030
B82609,AMPLEFORTH SURGERY,3958,43099,31840,29846,27592
B82611,PEASHOLM SURGERY,8152,30656,24400,24113,21135
B82619,TERRINGTON SURGERY,1032,44433,33218,31438,28595
B82622,REETH MEDICAL CENTRE,1582,37166,30049,29037,26294
B82628,HUNMANBY SURGERY,4034,31878,24233,24593,24074
B83002,ILKLEY & WHARFEDALE MEDICAL PRACTICE,4394,50914,37755,34347,32576
B83005,THORNBURY MEDICAL PRACTICE,7460,27467,24710,20569,16963
B83006,SILSDEN & STEETON MEDICAL PRACTICE,11047,39611,30212,28522,25974
B83007,THE HEATON MEDICAL PRACTICE,5804,33730,29110,23121,18645
B83008,LING HOUSE MEDICAL CENTRE,11536,32129,26277,23607,20412
B83009,SUNNYBANK MEDICAL CENTRE,10982,33465,26714,25756,22739
B83010,PARKLANDS MEDICAL PRACTICE,10619,29424,23379,22057,18647
B83011,WOODROYD CENTRE,5529,26850,22469,20337,16724
B83012,CARLTON MEDICAL PRACTICE,5835,31204,27047,21904,17985
B83013,WESTCLIFFE MEDICAL CENTRE,11303,35527,28547,26529,22994
B83014,BINGLEY MEDICAL PRACTICE,12696,41318,32142,30135,27866
B83015,TONG MEDICAL PRACTICE,8389,31190,23834,23851,18654
B83016,FARROW MEDICAL CENTRE,5739,28577,23348,21115,17552
B83017,HORTON BANK PRACTICE,7955,33575,25794,23845,20625
B83018,IDLE MEDICAL CENTRE,11476,36632,28700,27144,23816
B83019,GRANGE PARK SURGERY,6591,49743,39042,34603,33247
B83020,THE WILLOWS MEDICAL CTR.,7397,36819,29554,27967,24328
B83021,FARFIELD GROUP PRACTICE,12704,32317,26165,24163,20819
B83022,DR N DRIVER & PARTNERS,9056,42947,31875,30239,27915
B83023,HOLYCROFT SURGERY,10265,32159,25985,24115,20753
B83025,LITTLE HORTON LANE MEDICAL CENTRE-MALL,4141,26761,21968,19686,16042
B83026,PRIMROSE SURGERY,5003,24859,21063,17919,14804
B83027,HAWORTH MEDICAL PRACTICE,9270,37805,29887,28397,25535
B83028,WIBSEY & QUEENSBURY MED P,10933,33544,26416,25181,21964
B83029,LOW MOOR SURGERY,9059,33230,26439,25596,22839
B83030,THORNTON & DENHOLME MEDICAL PRACTICE,8355,36996,28697,26901,23398
B83031,OAK GLEN SURGERY,3297,41772,32385,30211,28072
B83032,BRADFORD MOOR PRACTICE,3800,26389,23158,19657,16077
B83033,KILMENY SURGERY,13238,30999,25093,23478,20320
B83034,GRANGE MEDICAL CENTRE,6269,27999,24226,20182,16271
B83035,HORTON PARK MEDICAL PRACTICE,8717,25973,21535,19641,15644
B83037,THE WILSDEN MEDICAL PRACTICE,10023,39787,30327,28756,26601
B83038,LEYLANDS LANE MEDICAL PRACTICE,11607,33024,28749,23538,19569
B83039,WINDHILL GREEN MEDICAL CENTRE,12496,36669,28387,27685,24566
B83040,SALTAIRE MEDICAL PRACTICE,10655,39199,30032,28818,26238
B83041,BOWLING HALL MED PRACTICE,7420,30491,24182,23567,18538
B83042,ROOLEY LANE MED. CENTRE,7066,30988,24622,23798,19039
B83043,WOODROYD CENTRE - LONGFIELD,4869,26227,22073,19796,16101
B83044,DR MILLS & PRTNRS,7245,31666,24177,24144,19073
B83045,MAYFIELD MEDICAL CENTRE,6691,35005,28162,25232,22612
B83049,COWGILL SURGERY,4092,34978,28078,25295,22602
B83050,THE GRANGE PRACTICE,7599,33600,26859,23815,19977
B83051,BRADFORD STUDENT HEALTH SERVICE,9472,25380,20039,19004,14949
B83052,KENSINGTON ST HC - WILSON,8781,29484,26100,20713,16719
B83054,DR WSG PASSANT'S PRACTICE,4972,34952,27699,26442,22450
B83055,THE RIDGE MEDICAL PRACT.,25494,30519,24193,22384,18755
B83056,MOORSIDE SURGERY,7204,32141,26369,24565,20695
B83058,THE AVICENNA MEDICAL PRACTICE,7053,24780,21987,18173,14955
B83061,OAKWORTH MEDICAL PRACTICE,3467,37198,29269,27335,24192
B83062,ASHCROFT SURGERY,8599,31274,25677,24262,19795
B83063,DR NSE HAYWARD & PARTNERS,7988,34831,28121,26193,22535
B83064,THE ROCKWELL AND WROSE PRACTICE,9540,33512,27026,25499,21909
B83067,THE SPRINGFIELD SURGERY (BINGLEY),7165,40768,31709,29871,27559
B83069,DR BASU,1645,28606,24444,20166,16468
B83070,MUGHAL MEDICAL CENTRE,4012,28727,22813,20776,16968
B83071,PHOENIX MEDICAL PRACTICE,4112,33391,27121,23631,19789
B83602,ONE MEDICARE @ NORTH STREET,6757,30369,24883,21896,19169
B83604,THE LISTER SURGERY,2658,28446,25755,20063,16338
B83611,BARKEREND HC - EL ELIWI,2230,26310,23273,19356,16080
B83613,LCD BRADFORD AT MANNINGHAM MEDICAL CNTRE,3621,26682,22606,18794,15409
B83614,PICTON MEDICAL CENTRE,5322,28555,26303,19968,16214
B83617,DR U AKBAR,1877,28437,25975,20037,16210
B83620,ADDINGHAM SURGERY,2919,44549,34238,32844,32288
B83621,DR A AZAM & PARTNERS,3417,26727,21524,19719,15794
B83622,DR MA IQBAL & PARTNERS,5251,28892,25985,20335,16265
B83624,ILKLEY MOOR MEDICAL PRACTICE,13636,51008,37798,34395,32627
B83626,VALLEY VIEW SURGERY,6410,27375,23016,20153,16640
B83627,FRIZINGHALL MEDICAL CENTRE,3529,32464,28376,23219,19058
